Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation
Case91_2;1;2;1;1.0;1.0;0.2;0.8200969788204024;1.0;0.2;0.246399690882336;0.030864197530864196;1.0;0.0
Case110_3;1;3;0;0.6296296296296297;0.5;0.2;0.7309449598160824;1.0;0.2;0.2448423684708148;0.031446540880503145;1.0;0.0
Case122_3;0;3;0;0.6296296296296297;1.0;0.2;0.7405626566557677;1.0;0.2;0.2448423684708148;0.031446540880503145;1.0;0.0
Case17_3;1;3;0;0.6296296296296297;0.5;0.2;0.7270978810802082;1.0;0.2;0.2435604712536901;0.031446540880503145;1.0;0.0
Case225_3;1;3;1;0.7692307692307693;1.0;1.0;0.33763458649420675;1.0;1.0;0.11250428352192934;0.006289308176100629;1.0;0.0
Case255_3;0;3;0;0.9375;1.0;0.14285714285714285;0.8717284519917177;1.0;0.14285714285714285;0.2861238214623008;0.0440251572327044;1.0;0.0
Case39_3;0;3;1;0.7142857142857143;1.0;0.5;0.4676506985347429;1.0;0.5;0.1588531355478884;0.012578616352201259;1.0;0.0
Case53_3;1;3;1;0.6666666666666666;1.0;0.2;0.7405626566557677;1.0;0.2;0.2448423684708148;0.031446540880503145;1.0;0.0
Case97_3;0;3;0;0.9375;1.0;0.14285714285714285;0.8717284519917177;1.0;0.14285714285714285;0.29047138190237376;0.0440251572327044;1.0;0.0
Case108_4;1;4;1;0.6266666666666667;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case113_4;0;4;1;0.6266666666666667;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case198_4;1;4;1;0.6266666666666667;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case20_4;1;4;0;0.7021276595744681;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case25_4;1;4;1;0.6266666666666667;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case34_4;0;4;1;0.6266666666666667;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case3_4;0;4;1;0.6266666666666667;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case43_4;0;4;0;0.7021276595744681;1.0;1.0;1.0;1.0;1.0;0.111961947854018;0.00625;1.0;0.0
Case129_5;0;5;0;0.8;1.0;0.125;0.5922697740448118;1.0;0.125;0.2718320608552389;0.05;1.0;0.0
Case179_5;1;5;0;0.5;1.0;0.16666666666666666;0.5155613912188202;1.0;0.16666666666666666;0.21448837022009554;0.0375;1.0;0.0
Case195_5;0;5;0;1.0;1.0;0.125;0.600206387432347;1.0;0.125;0.21686045671197168;0.05;1.0;0.0
Case248_5;1;5;1;0.6666666666666666;1.0;0.14285714285714285;0.5590852462516899;1.0;0.14285714285714285;0.2691415739305669;0.04375;1.0;0.0
Case260_5;1;5;1;1.0;1.0;0.16666666666666666;0.4892980202375735;1.0;0.16666666666666666;0.2481563687932093;0.0375;1.0;0.0
Case43_5;0;5;0;1.0;1.0;0.125;0.6071509241464401;1.0;0.125;0.27334504078578753;0.05;1.0;0.0
Case71_5;0;5;0;1.0;1.0;0.2;0.4801942376388426;1.0;0.2;0.23015078606361056;0.03125;1.0;0.0
Case78_5;1;5;0;1.0;1.0;0.25;0.4293741258130204;1.0;0.25;0.21047876036144936;0.025;1.0;0.0
Case104_6;0;6;0;0.6451612903225806;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case219_6;1;6;0;0.6451612903225806;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case239_6;0;6;0;0.6451612903225806;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case257_6;1;6;1;0.7142857142857143;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case264_6;1;6;1;0.7142857142857143;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case3_6;0;6;0;0.6451612903225806;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case55_6;1;6;1;0.7142857142857143;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case96_6;0;6;0;0.6451612903225806;1.0;1.0;1.0;1.0;1.0;0.11214777694098503;0.00625;1.0;0.0
Case215_7;0;7;0;0.8387096774193549;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case230_7;1;7;1;0.6567164179104478;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case256_7;1;7;1;0.6567164179104478;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case265_7;0;7;0;0.8387096774193549;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case47_7;0;7;1;0.6567164179104478;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case59_7;1;7;1;0.6567164179104478;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case62_7;0;7;1;0.6567164179104478;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case95_7;1;7;1;0.6567164179104478;1.0;1.0;1.0;1.0;1.0;0.11322770341445958;0.006369426751592357;1.0;0.0
Case115_8;1;8;1;0.8823529411764706;1.0;0.25;0.9934853420195441;1.0;0.25;0.2246146028931052;0.02564102564102564;1.0;0.0
Case135_8;1;8;1;0.8823529411764706;1.0;0.25;0.9934853420195441;1.0;0.25;0.2246146028931052;0.02564102564102564;1.0;0.0
Case20_8;1;8;1;0.8823529411764706;1.0;0.25;0.9934853420195441;1.0;0.25;0.2246146028931052;0.02564102564102564;1.0;0.0
Case44_8;1;8;1;0.8823529411764706;1.0;0.25;0.9934853420195441;1.0;0.25;0.2246146028931052;0.02564102564102564;1.0;0.0
Case46_8;0;8;0;0.7857142857142857;1.0;1.0;0.5024370574934447;0.0;0.0;0.1106632540400963;0.00641025641025641;1.0;0.0
Case4_8;0;8;0;0.8;1.0;0.5;0.7048146948278727;1.0;0.5;0.15831167279198774;0.01282051282051282;1.0;0.0
Case83_8;0;8;1;0.8823529411764706;1.0;0.25;0.9934853420195441;1.0;0.25;0.2246146028931052;0.02564102564102564;1.0;0.0
Case96_8;0;8;0;0.8;1.0;0.5;0.7048146948278727;1.0;0.5;0.15831167279198774;0.01282051282051282;1.0;0.0
Case185_9;0;9;0;0.7878787878787878;1.0;0.5;0.9933993399339932;1.0;0.5;0.16098993870443445;0.013071895424836602;1.0;0.0
Case201_9;1;9;1;0.6944444444444444;1.0;0.5;0.9933993399339932;1.0;0.5;0.16098993870443445;0.013071895424836602;1.0;0.0
Case215_9;0;9;0;0.7878787878787878;1.0;0.5;0.9933993399339932;1.0;0.5;0.16205963929383266;0.013071895424836602;1.0;0.0
Case27_9;0;9;1;0.6944444444444444;1.0;0.5;0.9933993399339932;1.0;0.5;0.16098993870443445;0.013071895424836602;1.0;0.0
Case37_9;1;9;0;0.7878787878787878;1.0;0.5;0.9933993399339932;1.0;1.0;0.16098993870443445;0.013071895424836602;1.0;0.0
Case39_9;0;9;1;0.6944444444444444;1.0;0.5;0.9933993399339932;1.0;0.5;0.16098993870443445;0.013071895424836602;1.0;0.0
Case75_9;1;9;0;0.7878787878787878;1.0;0.5;0.9933993399339932;1.0;1.0;0.16098993870443445;0.013071895424836602;1.0;0.0
Case95_9;1;9;1;1.0;1.0;1.0;0.7082726629035612;1.0;1.0;0.11478241227183347;0.006535947712418301;1.0;0.0
Case115_10;1;10;0;0.5;1.0;0.25;0.8111989306777131;1.0;0.25;0.2192323000091032;0.025477707006369428;1.0;0.0
Case206_10;1;10;0;0.8181818181818182;1.0;1.0;0.4115593608361456;0.0;0.0;0.11162480368379687;0.006369426751592357;1.0;0.0
Case225_10;1;10;1;0.9642857142857144;1.0;0.16666666666666666;0.991313789359392;1.0;0.16666666666666666;0.2705700727390276;0.03821656050955414;1.0;0.0
Case230_10;1;10;0;0.6666666666666666;1.0;0.16666666666666666;0.9847991313789358;1.0;0.16666666666666666;0.2705700727390276;0.03821656050955414;1.0;0.0
Case250_10;0;10;0;1.0;1.0;0.5;0.5773623630807683;0.0;0.0;0.15349466319990768;0.012738853503184714;1.0;0.0
Case252_10;0;10;0;0.8181818181818182;1.0;1.0;0.4115593608361456;0.0;0.0;0.11162480368379687;0.006369426751592357;1.0;0.0
Case27_10;0;10;0;0.5;1.0;0.25;0.8111989306777131;1.0;0.25;0.21996064652076133;0.025477707006369428;1.0;0.0
Case9_10;0;10;0;0.8181818181818182;1.0;1.0;0.4115593608361456;0.0;0.0;0.11162480368379687;0.006369426751592357;1.0;0.0
Case103_11;1;11;0;0.5;1.0;0.05555555555555555;0.8754073396798282;1.0;0.05555555555555555;0.4229284010770963;0.11538461538461539;1.0;0.0
Case239_11;0;11;0;0.75;1.0;0.1;0.6732808291699603;1.0;0.1;0.28073700800137336;0.0641025641025641;1.0;0.0
Case257_11;1;11;1;0.7777777777777778;1.0;0.05555555555555555;0.8833491794624905;1.0;0.05555555555555555;0.4236395038952167;0.11538461538461539;1.0;0.0
Case264_11;1;11;1;0.5454545454545454;1.0;0.1111111111111111;0.6431530323808793;1.0;0.1111111111111111;0.30484269885524395;0.057692307692307696;1.0;0.0
Case267_11;1;11;1;1.0;1.0;0.08333333333333333;0.7256493529881558;1.0;0.08333333333333333;0.3452858377843218;0.07692307692307693;1.0;0.0
Case34_11;0;11;0;0.5;1.0;0.05555555555555555;0.8754073396798282;1.0;0.05555555555555555;0.3991064566700635;0.11538461538461539;1.0;0.0
Case3_11;0;11;0;1.0;1.0;0.09090909090909093;0.6918480714977799;1.0;0.09090909090909093;0.33756346324393444;0.07051282051282051;1.0;0.0
Case84_11;0;11;0;0.5;1.0;0.05555555555555555;0.8754073396798282;1.0;0.05555555555555555;0.4282616722129991;0.11538461538461539;1.0;0.0
Case20_12;1;12;0;1.0;1.0;0.2;0.7261050877534705;1.0;0.2;0.2476367764973886;0.033112582781456956;1.0;0.0
Case210_12;0;12;0;1.0;1.0;0.2;0.7261050877534705;1.0;0.4;0.2455557951822845;0.033112582781456956;1.0;0.0
Case238_12;1;12;1;1.0;1.0;0.1666666666666666;0.8002791049730361;1.0;0.16666666666666666;0.2597437203094445;0.039735099337748346;1.0;0.0
Case239_12;0;12;0;1.0;0.0;0.0;0.6610311753162573;0.0;0.0;0.21368726742953248;0.026490066225165563;1.0;0.0
Case245_12;1;12;1;1.0;1.0;0.25;0.6542397591315012;0.0;0.0;0.21368726742953248;0.026490066225165563;1.0;0.0
Case274_12;0;12;0;1.0;0.0;0.0;0.6610311753162573;0.0;0.0;0.2183326428084353;0.026490066225165563;1.0;0.0
Case38_12;1;12;1;1.0;1.0;0.1666666666666666;0.8002791049730361;1.0;0.16666666666666666;0.2572065411122827;0.039735099337748346;1.0;0.0
Case83_12;0;12;1;0.5555555555555556;1.0;0.5;0.4706398957759058;0.0;0.0;0.1522304037892112;0.013245033112582781;1.0;0.0
Case115_13;1;13;1;0.8;1.0;0.25;0.6973365347900341;1.0;0.25;0.2266921617872227;0.02702702702702703;1.0;0.0
Case12_13;0;13;0;0.6666666666666666;1.0;0.3333333333333333;0.6064017644528967;1.0;0.3333333333333333;0.20058529644403228;0.02027027027027027;1.0;0.0
Case135_13;1;13;1;1.0;0.0;0.0;0.6997833296489465;1.0;0.25;0.22828858546178066;0.02702702702702703;1.0;0.0
Case210_13;0;13;0;1.0;1.0;0.2;0.7881138198301875;0.0;0.0;0.2506678726569673;0.033783783783783786;1.0;0.0
Case235_13;1;13;1;1.0;1.0;0.25;0.7095705090845961;1.0;0.25;0.21072792504164367;0.02702702702702703;1.0;0.0
Case266_13;1;13;1;1.0;1.0;0.25;0.6997833296489465;1.0;0.25;0.2258939499499437;0.02702702702702703;1.0;0.0
Case84_13;0;13;0;0.6666666666666666;0.5;0.2;0.7705758210578885;0.0;0.0;0.2499527004097292;0.033783783783783786;1.0;0.0
Case90_13;0;13;1;0.6666666666666666;1.0;0.5;0.5017509862050911;0.0;0.0;0.16143501827097256;0.013513513513513514;1.0;0.0
Case12_14;0;14;0;0.6875;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case17_14;1;14;1;0.8666666666666667;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case18_14;1;14;1;0.8666666666666667;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case210_14;0;14;0;0.6875;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case240_14;1;14;0;0.6875;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case273_14;0;14;0;0.6875;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case78_14;1;14;1;0.8666666666666667;1.0;0.5;0.9931271477663232;1.0;0.5;0.16537721747613962;0.013605442176870748;1.0;0.0
Case84_14;0;14;0;1.0;1.0;1.0;0.7083206993011142;1.0;1.0;0.11714010633117165;0.006802721088435374;1.0;0.0
