Case ID,Actual,Prefix Length,Prediction,Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation
Case265_3,0,3,1,0.8823529411764706;1.0;0.2;0.6136639723196186
Case265_7,0,7,0,0.8373493975903614;1.0;0.5;0.39653320968552946
Case265_9,0,9,0,0.8373493975903614;1.0;0.5;0.39653320968552946
Case266_10,1,10,1,0.5531914893617021;1.0;0.3333333333333333;0.670945480203747
Case266_11,1,11,1,0.5531914893617021;1.0;0.3333333333333333;0.670945480203747
Case267_9,1,9,1,0.8417721518987342;1.0;0.5;0.39653320968552946
Case268_7,1,7,1,0.5531914893617021;1.0;0.16666666666666666;0.6695359308755879
Case269_4,0,4,1,0.5531914893617021;1.0;0.16666666666666666;0.6723550295319062
Case269_8,0,8,1,0.5531914893617021;1.0;0.16666666666666666;0.6695359308755879
Case273_11,0,11,0,1.0;1.0;0.25;0.5366924393452984
Case277_11,1,11,0,0.5294117647058824;1.0;0.2;0.6032713759431266
Case28_13,1,13,1,0.9053497942386831;1.0;0.14285714285714285;0.7106440591530532
Case28_9,1,9,1,0.9053497942386831;1.0;0.14285714285714285;0.7106440591530532
Case38_6,1,6,1,0.7232142857142857;1.0;0.2857142857142857;0.7250137000550451
Case40_11,0,11,0,1.0;1.0;0.25;0.5384126074201231
Case40_9,0,9,0,1.0;1.0;0.25;0.5384126074201231
Case42_2,1,2,1,0.7232142857142857;1.0;0.14285714285714285;0.7224010380728646
Case44_3,1,3,1,0.7232142857142857;1.0;0.2857142857142857;0.7250137000550451
Case44_5,1,5,1,0.9053497942386831;1.0;0.14285714285714285;0.7224010380728646
Case4_10,0,10,1,0.8417721518987342;1.0;0.5;0.39895848925547156
Case50_2,0,2,0,0.9230769230769231;1.0;0.2;0.6063532220526701
Case58_6,0,6,0,0.8125;1.0;0.25;0.5470134477942464
Case61_11,1,11,1,0.8235294117647058;1.0;0.16666666666666666;0.670945480203747
Case61_13,1,13,1,0.8823529411764706;1.0;0.2;0.6090383644880636
Case64,0,1,1,0.5531914893617021;1.0;0.16666666666666666;0.6610786349066331
Case65_3,0,3,0,0.9230769230769231;1.0;0.2;0.6032713759431266
Case66_2,0,2,0,0.8373493975903614;1.0;0.5;0.39895848925547156
Case67_14,0,14,0,0.5294117647058824;1.0;0.2;0.6048122989978983
Case67_6,0,6,1,0.9053497942386831;1.0;0.14285714285714285;0.7224010380728646
Case74,0,1,1,0.63671875;1.0;0.4;0.6248442987099306
Case78_8,1,8,1,0.9053497942386831;1.0;0.14285714285714285;0.7210947070817746
Case79,0,1,0,0.9230769230769231;1.0;0.2;0.6125169142717569
Case85_2,1,2,1,0.5531914893617021;1.0;0.16666666666666666;0.670945480203747
Case90_10,0,10,1,0.9053497942386831;1.0;0.14285714285714285;0.7132567211352334
Case90_13,0,13,1,0.8417721518987342;1.0;0.5;0.39895848925547156
Case90_9,0,9,1,0.9053497942386831;1.0;0.14285714285714285;0.7132567211352334
Case91,1,1,1,0.63671875;1.0;0.4;0.6248442987099306
Case91_7,1,7,1,0.9053497942386831;1.0;0.14285714285714285;0.717175714108504
Case97_5,0,5,0,0.9230769230769231;1.0;0.2;0.6109759912169852
