Case ID;Actual;Prefix Length;Prediction;Prediction Probability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
Case198_4;1;4;1;0.8571428571428571;;;;baseline_0
Case248_4;1;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case249_4;1;4;0;0.7619047619047619;0.7033656763898605;0.7033656763898605;-0.7033656763898605;baseline_0
Case55_4;1;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case65_4;0;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case71_4;0;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case86_4;0;4;1;0.7692307692307693;0.5633352545672224;0.5633352545672224;-0.5633352545672224;baseline_0
Case119_4;0;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case198_4;1;4;1;0.8571428571428571;;;;baseline_0
Case248_4;1;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case249_4;1;4;0;0.7619047619047619;0.7033656763898605;0.7033656763898605;-0.7033656763898605;baseline_0
Case55_4;1;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case65_4;0;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case71_4;0;4;0;0.603448275862069;0.39989429950097316;0.39989429950097316;-0.39989429950097316;baseline_0
Case86_4;0;4;1;0.7692307692307693;0.5633352545672224;0.5633352545672224;-0.5633352545672224;baseline_0
Case129_5;0;5;0;0.7321428571428571;;;;baseline_0
Case248_5;1;5;0;0.7321428571428571;;;;baseline_0
Case250_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case256_5;1;5;0;0.7321428571428571;;;;baseline_0
Case263_5;0;5;0;0.7321428571428571;;;;baseline_0
Case27_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case37_5;1;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case54_5;1;5;1;0.9090909090909092;1.0;1.0;-1.0;baseline_0
Case129_5;0;5;0;0.7321428571428571;;;;baseline_0
Case248_5;1;5;0;0.7321428571428571;;;;baseline_0
Case250_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case256_5;1;5;0;0.7321428571428571;;;;baseline_0
Case263_5;0;5;0;0.7321428571428571;;;;baseline_0
Case27_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case37_5;1;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case54_5;1;5;1;0.9090909090909092;1.0;1.0;-1.0;baseline_0
Case129_5;0;5;0;0.7321428571428571;;;;baseline_0
Case248_5;1;5;0;0.7321428571428571;;;;baseline_0
Case250_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case256_5;1;5;0;0.7321428571428571;;;;baseline_0
Case263_5;0;5;0;0.7321428571428571;;;;baseline_0
Case27_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case37_5;1;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case54_5;1;5;1;0.9090909090909092;1.0;1.0;-1.0;baseline_0
Case129_5;0;5;0;0.7321428571428571;;;;baseline_0
Case248_5;1;5;0;0.7321428571428571;;;;baseline_0
Case250_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case256_5;1;5;0;0.7321428571428571;;;;baseline_0
Case263_5;0;5;0;0.7321428571428571;;;;baseline_0
Case27_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case37_5;1;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case54_5;1;5;1;0.9090909090909092;1.0;1.0;-1.0;baseline_0
Case129_5;0;5;0;0.7321428571428571;;;;baseline_0
Case248_5;1;5;0;0.7321428571428571;;;;baseline_0
Case250_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case256_5;1;5;0;0.7321428571428571;;;;baseline_0
Case263_5;0;5;0;0.7321428571428571;;;;baseline_0
Case27_5;0;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case37_5;1;5;1;0.6222222222222222;0.5724040004310574;0.5724040004310574;-0.5724040004310574;baseline_0
Case54_5;1;5;1;0.9090909090909092;1.0;1.0;-1.0;baseline_0
Case11_6;1;6;1;0.5443037974683544;;;;baseline_0
Case12_6;0;6;1;0.5443037974683544;;;;baseline_0
Case177_6;1;6;1;0.5443037974683544;;;;baseline_0
Case178_6;0;6;1;0.5443037974683544;;;;baseline_0
Case259_6;1;6;1;0.5443037974683544;;;;baseline_0
Case30_6;0;6;1;0.5443037974683544;;;;baseline_0
Case59_6;1;6;1;0.5443037974683544;;;;baseline_0
Case62_6;0;6;0;0.6956521739130435;0.7045488662437449;0.7045488662437449;-0.7045488662437449;baseline_0
Case11_6;1;6;1;0.5443037974683544;;;;baseline_0
Case12_6;0;6;1;0.5443037974683544;;;;baseline_0
Case177_6;1;6;1;0.5443037974683544;;;;baseline_0
Case178_6;0;6;1;0.5443037974683544;;;;baseline_0
Case259_6;1;6;1;0.5443037974683544;;;;baseline_0
Case30_6;0;6;1;0.5443037974683544;;;;baseline_0
Case59_6;1;6;1;0.5443037974683544;;;;baseline_0
Case62_6;0;6;0;0.6956521739130435;0.7045488662437449;0.7045488662437449;-0.7045488662437449;baseline_0
Case11_6;1;6;1;0.5443037974683544;;;;baseline_0
Case12_6;0;6;1;0.5443037974683544;;;;baseline_0
Case177_6;1;6;1;0.5443037974683544;;;;baseline_0
Case178_6;0;6;1;0.5443037974683544;;;;baseline_0
Case259_6;1;6;1;0.5443037974683544;;;;baseline_0
Case30_6;0;6;1;0.5443037974683544;;;;baseline_0
Case59_6;1;6;1;0.5443037974683544;;;;baseline_0
Case62_6;0;6;0;0.6956521739130435;0.7045488662437449;0.7045488662437449;-0.7045488662437449;baseline_0
Case11_6;1;6;1;0.5443037974683544;;;;baseline_0
Case12_6;0;6;1;0.5443037974683544;;;;baseline_0
Case177_6;1;6;1;0.5443037974683544;;;;baseline_0
Case178_6;0;6;1;0.5443037974683544;;;;baseline_0
Case259_6;1;6;1;0.5443037974683544;;;;baseline_0
Case30_6;0;6;1;0.5443037974683544;;;;baseline_0
Case59_6;1;6;1;0.5443037974683544;;;;baseline_0
Case62_6;0;6;0;0.6956521739130435;0.7045488662437449;0.7045488662437449;-0.7045488662437449;baseline_0
Case11_6;1;6;1;0.5443037974683544;;;;baseline_0
Case12_6;0;6;1;0.5443037974683544;;;;baseline_0
Case177_6;1;6;1;0.5443037974683544;;;;baseline_0
Case178_6;0;6;1;0.5443037974683544;;;;baseline_0
Case259_6;1;6;1;0.5443037974683544;;;;baseline_0
Case30_6;0;6;1;0.5443037974683544;;;;baseline_0
Case59_6;1;6;1;0.5443037974683544;;;;baseline_0
Case62_6;0;6;0;0.6956521739130435;0.7045488662437449;0.7045488662437449;-0.7045488662437449;baseline_0
Case110_7;1;7;1;0.6714285714285714;;;;baseline_0
Case174_7;1;7;1;0.6714285714285714;;;;baseline_0
Case201_7;1;7;1;0.6714285714285714;;;;baseline_0
Case256_7;1;7;1;0.6714285714285714;;;;baseline_0
Case43_7;0;7;0;0.9333333333333332;0.9999999999999999;0.9999999999999999;-0.9999999999999999;baseline_0
Case4_7;0;7;1;0.6714285714285714;;;;baseline_0
Case58_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case99_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case110_7;1;7;1;0.6714285714285714;;;;baseline_0
Case174_7;1;7;1;0.6714285714285714;;;;baseline_0
Case201_7;1;7;1;0.6714285714285714;;;;baseline_0
Case256_7;1;7;1;0.6714285714285714;;;;baseline_0
Case43_7;0;7;0;0.9333333333333332;0.9999999999999999;0.9999999999999999;-0.9999999999999999;baseline_0
Case4_7;0;7;1;0.6714285714285714;;;;baseline_0
Case58_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case99_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case110_7;1;7;1;0.6714285714285714;;;;baseline_0
Case174_7;1;7;1;0.6714285714285714;;;;baseline_0
Case201_7;1;7;1;0.6714285714285714;;;;baseline_0
Case256_7;1;7;1;0.6714285714285714;;;;baseline_0
Case43_7;0;7;0;0.9333333333333332;0.9999999999999999;0.9999999999999999;-0.9999999999999999;baseline_0
Case4_7;0;7;1;0.6714285714285714;;;;baseline_0
Case58_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case99_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case110_7;1;7;1;0.6714285714285714;;;;baseline_0
Case174_7;1;7;1;0.6714285714285714;;;;baseline_0
Case201_7;1;7;1;0.6714285714285714;;;;baseline_0
Case256_7;1;7;1;0.6714285714285714;;;;baseline_0
Case43_7;0;7;0;0.9333333333333332;0.9999999999999999;0.9999999999999999;-0.9999999999999999;baseline_0
Case4_7;0;7;1;0.6714285714285714;;;;baseline_0
Case58_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case99_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case110_7;1;7;1;0.6714285714285714;;;;baseline_0
Case174_7;1;7;1;0.6714285714285714;;;;baseline_0
Case201_7;1;7;1;0.6714285714285714;;;;baseline_0
Case256_7;1;7;1;0.6714285714285714;;;;baseline_0
Case43_7;0;7;0;0.9333333333333332;0.9999999999999999;0.9999999999999999;-0.9999999999999999;baseline_0
Case4_7;0;7;1;0.6714285714285714;;;;baseline_0
Case58_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case99_7;0;7;0;1.0;0.7048099904954584;0.7048099904954584;-0.7048099904954584;baseline_0
Case195_8;0;8;1;0.6349206349206349;;;;baseline_0
Case209_8;0;8;1;0.6349206349206349;;;;baseline_0
Case229_8;0;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case248_8;1;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case277_8;1;8;1;0.6349206349206349;;;;baseline_0
Case4_8;0;8;1;0.6349206349206349;;;;baseline_0
Case59_8;1;8;1;0.6349206349206349;;;;baseline_0
Case95_8;1;8;1;0.6349206349206349;;;;baseline_0
Case195_8;0;8;1;0.6349206349206349;;;;baseline_0
Case209_8;0;8;1;0.6349206349206349;;;;baseline_0
Case229_8;0;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case248_8;1;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case277_8;1;8;1;0.6349206349206349;;;;baseline_0
Case4_8;0;8;1;0.6349206349206349;;;;baseline_0
Case59_8;1;8;1;0.6349206349206349;;;;baseline_0
Case95_8;1;8;1;0.6349206349206349;;;;baseline_0
Case195_8;0;8;1;0.6349206349206349;;;;baseline_0
Case209_8;0;8;1;0.6349206349206349;;;;baseline_0
Case229_8;0;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case248_8;1;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case277_8;1;8;1;0.6349206349206349;;;;baseline_0
Case4_8;0;8;1;0.6349206349206349;;;;baseline_0
Case59_8;1;8;1;0.6349206349206349;;;;baseline_0
Case95_8;1;8;1;0.6349206349206349;;;;baseline_0
Case195_8;0;8;1;0.6349206349206349;;;;baseline_0
Case209_8;0;8;1;0.6349206349206349;;;;baseline_0
Case229_8;0;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case248_8;1;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case277_8;1;8;1;0.6349206349206349;;;;baseline_0
Case4_8;0;8;1;0.6349206349206349;;;;baseline_0
Case59_8;1;8;1;0.6349206349206349;;;;baseline_0
Case95_8;1;8;1;0.6349206349206349;;;;baseline_0
Case195_8;0;8;1;0.6349206349206349;;;;baseline_0
Case209_8;0;8;1;0.6349206349206349;;;;baseline_0
Case229_8;0;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case248_8;1;8;0;0.8888888888888888;0.7050435879714615;0.7050435879714615;-0.7050435879714615;baseline_0
Case277_8;1;8;1;0.6349206349206349;;;;baseline_0
Case4_8;0;8;1;0.6349206349206349;;;;baseline_0
Case59_8;1;8;1;0.6349206349206349;;;;baseline_0
Case95_8;1;8;1;0.6349206349206349;;;;baseline_0
Case188_9;1;9;1;1.0;;;;baseline_0
Case192_9;0;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case215_9;0;9;0;1.0;0.5759877009605632;0.5759877009605632;-0.5759877009605632;baseline_0
Case245_9;1;9;0;1.0;0.40390771727643243;0.40390771727643243;-0.40390771727643243;baseline_0
Case264_9;1;9;1;1.0;;;;baseline_0
Case265_9;0;9;0;1.0;0.7073848959588298;0.7073848959588298;-0.7073848959588298;baseline_0
Case6_9;1;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case84_9;0;9;0;1.0;;;;baseline_0
Case188_9;1;9;1;1.0;;;;baseline_0
Case192_9;0;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case215_9;0;9;0;1.0;0.5759877009605632;0.5759877009605632;-0.5759877009605632;baseline_0
Case245_9;1;9;0;1.0;0.40390771727643243;0.40390771727643243;-0.40390771727643243;baseline_0
Case264_9;1;9;1;1.0;;;;baseline_0
Case265_9;0;9;0;1.0;0.7073848959588298;0.7073848959588298;-0.7073848959588298;baseline_0
Case6_9;1;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case84_9;0;9;0;1.0;;;;baseline_0
Case188_9;1;9;1;1.0;;;;baseline_0
Case192_9;0;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case215_9;0;9;0;1.0;0.5759877009605632;0.5759877009605632;-0.5759877009605632;baseline_0
Case245_9;1;9;0;1.0;0.40390771727643243;0.40390771727643243;-0.40390771727643243;baseline_0
Case264_9;1;9;1;1.0;;;;baseline_0
Case265_9;0;9;0;1.0;0.7073848959588298;0.7073848959588298;-0.7073848959588298;baseline_0
Case6_9;1;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case84_9;0;9;0;1.0;;;;baseline_0
Case188_9;1;9;1;1.0;;;;baseline_0
Case192_9;0;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case215_9;0;9;0;1.0;0.5759877009605632;0.5759877009605632;-0.5759877009605632;baseline_0
Case245_9;1;9;0;1.0;0.40390771727643243;0.40390771727643243;-0.40390771727643243;baseline_0
Case264_9;1;9;1;1.0;;;;baseline_0
Case265_9;0;9;0;1.0;0.7073848959588298;0.7073848959588298;-0.7073848959588298;baseline_0
Case6_9;1;9;0;1.0;0.6070335910232808;0.6070335910232808;-0.6070335910232808;baseline_0
Case84_9;0;9;0;1.0;;;;baseline_0
