Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
Case27_11;0;11;0;0.5849056603773585;1.0;1.0;1.0;1.0;1.0;0.05149347297571112
Case34_11;0;11;0;0.5849056603773585;1.0;1.0;1.0;1.0;1.0;0.05149347297571112
Case37_11;1;11;0;0.5849056603773585;1.0;1.0;1.0;1.0;1.0;0.05149347297571112
Case101_12;0;12;0;1.0;0.0;0.0;0.6647977322897615;1.0;0.25;0.09871656155903703
Case102_12;1;12;1;0.75;1.0;0.2;0.7444271996251336;1.0;0.2;0.1100840241303309
Case239_12;0;12;0;1.0;1.0;0.25;0.6652132308724426;1.0;0.25;0.09884049948943129
Case245_12;1;12;1;1.0;1.0;0.2;0.7451706974524746;0.0;0.0;0.11030580005403845
Case249_12;1;12;1;0.75;1.0;0.2;0.7414532083157698;1.0;0.2;0.11025035607311155
Case34_12;0;12;0;1.0;1.0;0.25;0.666875225203167;1.0;0.25;0.09884049948943129
Case61_12;1;12;1;0.75;1.0;0.2;0.7444271996251336;1.0;0.2;0.11019491209218467
Case83_12;0;12;1;1.0;1.0;0.2;0.7451706974524746;0.0;0.0;0.11058301995867287
Case21_13;1;13;1;0.7777777777777778;1.0;0.5;0.997606223818073;1.0;0.25;0.07282982222675911
Case223_13;0;13;0;1.0;1.0;0.3333333333333333;0.8649028649302821;1.0;0.6666666666666666;0.08440884815893825
Case225_13;1;13;1;1.0;1.0;1.0;0.5004486317636521;1.0;1.0;0.04887954602149884
Case258_13;1;13;1;0.7777777777777778;1.0;0.5;0.997606223818073;1.0;0.25;0.09755455320743255
Case27_13;0;13;0;1.0;1.0;0.25;0.9982046678635548;1.0;0.25;0.08148055552496164
Case34_13;0;13;0;1.0;1.0;0.3333333333333333;0.8662844988998194;0.6666666666666666;0.6666666666666666;0.08440884815893825
Case75_13;1;13;0;1.0;1.0;0.25;0.9982046678635548;1.0;0.25;0.0703164334982273
Case90_13;0;13;0;1.0;1.0;0.3333333333333333;0.8649028649302821;1.0;0.6666666666666666;0.08447632125898534
Case101_14;0;14;1;0.8125;1.0;1.0;0.7073262092077135;1.0;1.0;0.04981600205337065
Case102_14;1;14;1;0.8125;1.0;1.0;0.7073262092077135;1.0;1.0;0.04981600205337065
Case178_14;0;14;0;1.0;1.0;0.5;1.0;1.0;0.5;0.07042861045566275
Case17_14;1;14;1;0.8125;1.0;1.0;0.7073262092077135;1.0;1.0;0.04981600205337065
Case245_14;1;14;1;0.625;1.0;0.5;0.9987585350713843;1.0;0.5;0.07042861045566275
Case265_14;0;14;1;0.625;1.0;0.5;0.9987585350713843;1.0;0.5;0.07042861045566275
Case78_14;1;14;1;0.8125;1.0;1.0;0.7073262092077135;1.0;1.0;0.04981600205337065
Case83_14;0;14;0;1.0;1.0;0.5;1.0;1.0;0.5;0.07042861045566275
