Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation;SHAP Precision;SHAP Recall;SHAP Correlation
205086_12;0;12;1;0.5838972828471279;1.0;0.9999792087232806;0.9999792087232806;1.0;0.9994661326905572;0.9994661326905572;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5842444631342866;0.0083333333333333;1.0;0.0;1.0;1.0;0.4787467498685476
205104_13;0;13;1;0.6407581750224102;1.0;0.9998781918223376;0.9998781918223376;1.0;0.9994346681997036;0.9994346681997036;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5469582282029717;0.0083333333333333;1.0;0.0;1.0;1.0;0.4819422682232527
205143_7;0;7;0;0.6568916765350281;1.0;0.9999851510642802;0.9999851510642802;1.0;0.9992913739106618;0.9992913739106618;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5292963274460329;0.0083333333333333;1.0;0.0;0.5;1.0;0.47119370648469916
205268_12;1;12;1;0.5949502580324799;1.0;0.9999749997276896;0.9999749997276896;1.0;0.9991605507409816;0.9991605507409816;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5351836276983459;0.0083333333333333;1.0;0.0;1.0;1.0;0.4871712982582247
205385_13;1;13;0;0.6503696105461839;1.0;0.9999854611480096;0.9999854611480096;1.0;0.998919986773241;0.998919986773241;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5349032800672835;0.0083333333333333;1.0;0.0;0.0;0.0;0.45521611471117357
205601_4;0;4;0;0.6322157813097533;1.0;0.9999937848274502;0.9999937848274502;1.0;0.9991446697214116;0.9991446697214116;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5620970002803477;0.0166666666666666;1.0;0.0;1.0;0.5;0.4505680880134207
205676_4;0;4;0;0.6006818163464467;1.0;0.9999757943002772;0.9999757943002772;1.0;0.9989833155178438;0.9989833155178438;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5696663863190357;0.0083333333333333;1.0;0.0;0.5;1.0;0.4456295596470582
205819_8;0;8;0;0.6019544926975015;1.0;0.9999902395863756;0.9999902395863756;1.0;0.9994777440352473;0.9994777440352473;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5514437902999719;0.0083333333333333;1.0;0.0;0.5;1.0;0.4203559144780269
205873_8;1;8;0;0.6187122168171346;1.0;0.9999880556393772;0.9999880556393772;1.0;0.9990578261808848;0.9990578261808848;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5009812167087189;0.0166666666666666;1.0;0.0;1.0;0.5;0.47961825487437626
205918_10;1;10;1;0.5783126448739384;1.0;0.9999882164085304;0.9999882164085304;1.0;0.998658696055087;0.998658696055087;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5536865713484721;0.0083333333333333;1.0;0.0;1.0;1.0;0.46451216810667934
205960_8;0;8;0;0.5765355105861006;1.0;0.9999901304314668;0.9999901304314668;1.0;0.998347109532604;0.998347109532604;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5318194561255958;0.0083333333333333;1.0;0.0;0.5;1.0;0.4316854795537996
205984_9;0;9;1;0.5341053644650263;1.0;0.9999832619810752;0.9999832619810752;1.0;0.998576560094562;0.998576560094562;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5559293523969723;0.0083333333333333;1.0;0.0;1.0;1.0;0.4517300946878589
206053_8;1;8;0;0.6239169622467403;1.0;0.9999866729607316;0.9999866729607316;1.0;0.9993216455559442;0.9993216455559442;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5208858985141576;0.0083333333333333;1.0;0.0;0.5;1.0;0.4517300946878589
206123_4;1;4;0;0.5931317070055017;1.0;0.9999902893561284;0.9999902893561284;1.0;0.999112241425914;0.999112241425914;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5691056910569106;0.0083333333333333;1.0;0.0;0.5;1.0;0.47555123151384243
206201_14;0;14;0;0.6593463125283505;1.0;0.999990907248858;0.999990907248858;1.0;0.9990511794767236;0.9990511794767236;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5769554247266611;0.0083333333333333;1.0;0.0;1.0;1.0;0.48978581327571064
206219_2;0;2;0;0.5884551718067643;1.0;0.999987955684888;0.999987955684888;1.0;0.9988475313896036;0.9988475313896036;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6338659938323522;0.0083333333333333;1.0;0.0;0.5;1.0;0.47555123151384243
206222_6;0;6;0;0.597487610126173;1.0;0.999989400270254;0.999989400270254;1.0;0.9994378693882704;0.9994378693882704;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5660218671152228;0.0083333333333333;1.0;0.0;0.5;1.0;0.4389480212690384
206351_10;1;10;0;0.6149306699485647;1.0;0.9999890572336902;0.9999890572336902;1.0;0.9995512461919126;0.9995512461919126;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6086347070367255;0.0083333333333333;1.0;0.0;1.0;1.0;0.47555123151384243
206513_7;1;7;0;0.5815368860753692;1.0;0.9999891943256816;0.9999891943256816;0.9456472506567624;0.998669578422996;0.998669578422996;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5786375105130361;0.0083333333333333;1.0;0.0;1.0;1.0;0.45754012806005
206576_10;0;10;1;0.546472023027057;1.0;0.9999867860252762;0.9999867860252762;1.0;0.9991106406565128;0.9991106406565128;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5724698626296608;0.0083333333333333;1.0;0.0;1.0;1.0;0.4354620012457238
206633_11;1;11;0;0.5760492648731981;1.0;0.9999801759957484;0.9999801759957484;0.9140893470790378;0.9988185832807444;0.9988185832807444;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5649004765909729;0.0083333333333333;1.0;0.0;1.0;1.0;0.45143959301924935
206645_3;1;3;0;0.5576080168324313;1.0;0.9999868786723726;0.9999868786723726;1.0;0.9997250388472744;0.9997250388472744;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6150827025511635;0.0083333333333333;1.0;0.0;1.0;1.0;0.4668361814555558
206745_10;0;10;1;0.5296169681506757;1.0;0.999995077390948;0.999995077390948;1.0;0.999454966949634;0.999454966949634;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.591533501541912;0.0083333333333333;1.0;0.0;1.0;1.0;0.47467972650801377
206811_5;1;5;0;0.6334837378571178;1.0;0.9999893032994142;0.9999893032994142;1.0;0.9996001312005292;0.9996001312005292;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5590131763386601;0.0083333333333333;1.0;0.0;0.5;1.0;0.43807651626320976
206838_12;0;12;0;0.6191273042138385;1.0;0.9999882740290088;0.9999882740290088;0.9268649439297904;0.9994678025396956;0.9994678025396956;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5651808242220353;0.0083333333333333;1.0;0.0;0.5;1.0;0.45492561304256396
206865_14;1;14;1;0.6817024434904309;1.0;0.9996463557566084;0.9996463557566084;1.0;0.9991986819816004;0.9991986819816004;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5477992710961592;0.0083333333333333;1.0;0.0;1.0;1.0;0.479227804263289
206907_9;1;9;0;0.5015306700654372;1.0;0.99998914350655;0.99998914350655;1.0;0.9989070325943096;0.9989070325943096;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6355480796187273;0.0083333333333333;1.0;0.0;1.0;1.0;0.4865902949210056
206934_8;0;8;0;0.5395462287204505;1.0;0.9999822973362807;0.9999822973362807;0.9565972222222222;0.9997250017276076;0.9997250017276076;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6173254835996635;0.0083333333333333;1.0;0.0;1.0;1.0;0.5034393917003598
207029_7;1;7;0;0.5735324118604554;1.0;0.999988804480716;0.999988804480716;1.0;0.999697531609032;0.999697531609032;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5449957947855342;0.0083333333333333;1.0;0.0;1.0;1.0;0.47293671649635644
207266_4;0;4;0;0.6144282047999183;1.0;0.9999847176359412;0.9999847176359412;1.0;0.9996419776433846;0.9996419776433846;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6007849733669751;0.0083333333333333;1.0;0.0;0.5;1.0;0.48048975988020487
207328_9;1;9;0;0.6598739962930474;1.0;0.9999917382747148;0.9999917382747148;1.0;0.9993076188901552;0.9993076188901552;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5606952621250351;0.0083333333333333;1.0;0.0;0.5;1.0;0.4616071514205838
207359_5;0;5;0;0.6469256590215116;1.0;0.9999853509015856;0.9999853509015856;1.0;0.9991166805537218;0.9991166805537218;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5825623773479115;0.0166666666666666;1.0;0.0;1.0;0.5;0.4456295596470582
207392_14;1;14;1;0.5854235447858167;1.0;0.999975745257762;0.999975745257762;1.0;0.999168029259204;0.999168029259204;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5421923184749089;0.0083333333333333;1.0;0.0;1.0;1.0;0.3721326374888407
207506_14;1;14;1;0.5327733848909125;1.0;0.9999873100549008;0.9999873100549008;1.0;0.9991151819602262;0.9991151819602262;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5974208017942249;0.0083333333333333;1.0;0.0;1.0;1.0;0.4154173861116644
207572_5;0;5;0;0.6044271770660741;1.0;0.9999887101128946;0.9999887101128946;1.0;0.9992809273017748;0.9992809273017748;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5634987384356602;0.0083333333333333;1.0;0.0;0.5;1.0;0.428780462867704
207768_7;0;7;0;0.6079360251144066;1.0;0.9999899084377892;0.9999899084377892;1.0;0.9992270690859948;0.9992270690859948;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5217269414073451;0.0083333333333333;1.0;0.0;0.5;1.0;0.4456295596470582
207798_6;0;6;0;0.6225449529559326;1.0;0.9999905267967748;0.9999905267967748;1.0;0.9977323886824424;0.9977323886824424;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5186431174656575;0.0166666666666666;1.0;0.0;1.0;0.5;0.4903668166129298
207810_7;0;7;0;0.6059398398507525;1.0;0.9999912817626756;0.9999912817626756;1.0;0.9986818045148173;0.9986818045148173;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4897673114662181;0.0083333333333333;1.0;0.0;0.5;1.0;0.44127203461791487
207852_8;1;8;0;0.6159140886899042;1.0;0.999978461942822;0.999978461942822;1.0;0.9992575702610288;0.9992575702610288;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5430333613680964;0.0083333333333333;1.0;0.0;0.5;1.0;0.40873584773364463
207966_14;0;14;1;0.5738009834417237;1.0;0.9999717278934536;0.9999717278934536;1.0;0.9994295203709938;0.9994295203709938;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5968601065320999;0.0083333333333333;1.0;0.0;1.0;1.0;0.42180842282107467
207993_2;0;2;0;0.6192864785644411;1.0;0.9999915471769262;0.9999915471769262;1.0;0.9992685044241324;0.9992685044241324;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6091954022988506;0.0083333333333333;1.0;0.0;0.5;1.0;0.486299793252396
207993_4;0;4;0;0.6139834859742205;1.0;0.9999837694254886;0.9999837694254886;1.0;0.999358149352492;0.999358149352492;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6033081020465377;0.0083333333333333;1.0;0.0;0.5;1.0;0.47990875654298576
207993_5;0;5;0;0.628107390044739;1.0;0.9999923308808398;0.9999923308808398;1.0;0.9994915958600484;0.9994915958600484;;1.0;1.0;;1.0;1.0;0.0;0.0;0.607232968881413;0.0083333333333333;1.0;0.0;0.5;1.0;0.48513778657795775
208052_13;1;13;1;0.6929083641407984;1.0;0.9998476382526766;0.9998476382526766;1.0;0.9993622854139966;0.9993622854139966;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5968601065320999;0.0083333333333333;1.0;0.0;1.0;1.0;0.47671323818828065
208103_6;1;6;0;0.6019384302169175;1.0;0.9999896484642256;0.9999896484642256;1.0;0.9992392539466152;0.9992392539466152;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6030277544154753;0.0166666666666666;1.0;0.0;1.0;0.5;0.465383673112508
208172_2;1;2;0;0.5846439141970694;1.0;0.9999884401976216;0.9999884401976216;1.0;0.9988224044229304;0.9988224044229304;;1.0;1.0;;1.0;1.0;0.0;0.0;0.631623212783852;0.0083333333333333;1.0;0.0;0.5;1.0;0.4674171847927749
208349_10;1;10;0;0.5361771990423249;1.0;0.9999878978826048;0.9999878978826048;1.0;0.9997712633116216;0.9997712633116216;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6128399215026633;0.0083333333333333;1.0;0.0;0.5;1.0;0.49356233496763485
208418_2;0;2;0;0.5739653175420328;1.0;0.9999834104315956;0.9999834104315956;1.0;0.9992822230190572;0.9992822230190572;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6134006167647884;0.0166666666666666;1.0;0.0;0.5;0.5;0.4772942415254998
208577_6;1;6;0;0.5896280315500356;1.0;0.9999918854222576;0.9999918854222576;1.0;0.9993694377914836;0.9993694377914836;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5937762825904122;0.0083333333333333;1.0;0.0;0.5;1.0;0.46799818812999394
208601_8;1;8;0;0.656242625568444;1.0;0.9999792179408652;0.9999792179408652;1.0;0.9994088690209428;0.9994088690209428;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5556490047659097;0.0166666666666666;1.0;0.0;1.0;0.5;0.47264621482774694
208613_5;1;5;0;0.6495567309162175;1.0;0.9999806777928062;0.9999806777928062;1.0;0.9995302788429068;0.9995302788429068;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5713484721054107;0.025;1.0;0.0;1.0;0.3333333333333333;0.44795357299593463
209188_11;1;11;1;0.595551402144913;1.0;0.9999639416689544;0.9999639416689544;1.0;0.9959767617378708;0.9959767617378708;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5421923184749089;0.0083333333333333;1.0;0.0;1.0;1.0;0.4232609311641225
209257_7;1;7;0;0.5692832973474877;1.0;0.9999910053487696;0.9999910053487696;0.9140893470790378;0.9982774536903692;0.9982774536903692;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5365853658536586;0.0083333333333333;1.0;0.0;1.0;1.0;0.47061270314748
209269_14;0;14;1;0.5752468296375379;1.0;0.9999758121182972;0.9999758121182972;1.0;0.9993432377718496;0.9993432377718496;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5480796187272218;0.0083333333333333;1.0;0.0;1.0;1.0;0.3968252793206529
209371_3;0;3;0;0.6121044021596859;1.0;0.9999884638528224;0.9999884638528224;1.0;0.9995426177468816;0.9995426177468816;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5943369778525371;0.0083333333333333;1.0;0.0;0.5;1.0;0.4656741747811175
209799_13;0;13;0;0.6610754376098545;1.0;0.9999852715378658;0.9999852715378658;0.9764558154135928;0.999442696052436;0.999442696052436;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5110737314269694;0.0083333333333333;1.0;0.0;1.0;1.0;0.4322664828910186
209901_13;1;13;0;0.6937053653687107;1.0;0.9999925484212546;0.9999925484212546;1.0;0.9970654144460348;0.9970654144460348;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5962994112699749;0.0083333333333333;1.0;0.0;1.0;1.0;0.4833947765663005
210008_2;1;2;0;0.6100914890615537;1.0;0.9999931597465164;0.9999931597465164;1.0;0.996999618670268;0.996999618670268;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5691056910569106;0.0083333333333333;1.0;0.0;0.5;1.0;0.4069928377219873
210134_5;1;5;0;0.5930677777521622;1.0;0.9999850155847108;0.9999850155847108;1.0;0.999503502869633;0.999503502869633;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5220072890384077;0.0083333333333333;1.0;0.0;0.5;1.0;0.45637812138561173
210185_14;0;14;1;0.6078636820197312;1.0;0.9999793741998876;0.9999793741998876;1.0;0.999487449961613;0.999487449961613;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5377067563779087;0.0083333333333333;1.0;0.0;1.0;1.0;0.37038962747718335
210197_2;1;2;0;0.5949157691385943;1.0;0.9999929872292136;0.9999929872292136;1.0;0.9990107387843415;0.9990107387843415;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5702270815811606;0.0083333333333333;1.0;0.0;0.5;1.0;0.4604451447461455
210566_14;1;14;1;0.7207387185241708;1.0;0.9995302962667774;0.9995302962667774;1.0;0.9993904954831164;0.9993904954831164;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5620970002803477;0.0083333333333333;1.0;0.0;1.0;1.0;0.5108188720980023
210581_6;0;6;0;0.5991531246591373;1.0;0.99997443079275;0.99997443079275;1.0;0.9995548318792205;0.9995548318792205;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5116344266890945;0.0166666666666666;1.0;0.0;0.0;0.0;0.4770037398568902
210593_3;1;3;0;0.5694946206325786;1.0;0.9999879240712576;0.9999879240712576;1.0;0.9993961744068128;0.9993961744068128;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5634987384356602;0.0166666666666666;1.0;0.0;0.5;0.5;0.46247865642641245
210671_6;1;6;0;0.6028223974084856;1.0;0.9999900581543384;0.9999900581543384;0.9268649439297904;0.9994702344457496;0.9994702344457496;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5447154471544715;0.0083333333333333;1.0;0.0;0.5;1.0;0.4616071514205838
210719_3;0;3;0;0.5716296042978111;1.0;0.9999944718281072;0.9999944718281072;1.0;0.9995949167702688;0.9995949167702688;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5825623773479115;0.0166666666666666;1.0;0.0;0.5;0.5;0.48455678324073864
210794_4;1;4;0;0.6332463395098181;1.0;0.9999906327859504;0.9999906327859504;1.0;0.999626435939545;0.999626435939545;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5391084945332213;0.0166666666666666;1.0;0.0;1.0;0.5;0.5080874183981127
210866_10;0;10;0;0.6640909732188061;1.0;0.9999820412069746;0.9999820412069746;1.0;0.999528955855601;0.999528955855601;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5220072890384077;0.0166666666666666;1.0;0.0;1.0;0.5;0.4281994595304849
210866_11;0;11;0;0.6387603226949743;1.0;0.9999852899136418;0.9999852899136418;1.0;0.9994232472349576;0.9994232472349576;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5161199887860948;0.0083333333333333;1.0;0.0;0.0;0.0;0.4247134395071703
210866_6;0;6;0;0.6485392675928721;1.0;0.9999918525282842;0.9999918525282842;1.0;0.9996064948115096;0.9996064948115096;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5480796187272218;0.025;1.0;0.0;1.0;0.3333333333333333;0.4473725696587155
211002_4;1;4;0;0.6262085921267163;1.0;0.9999920569013426;0.9999920569013426;1.0;0.999520532031788;0.999520532031788;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5960190636389122;0.0083333333333333;1.0;0.0;0.5;1.0;0.44969658300759197
211011_3;1;3;0;0.6263580092225707;1.0;0.9999873300555888;0.9999873300555888;1.0;0.9993171290159144;0.9993171290159144;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5814409868236613;0.0083333333333333;1.0;0.0;0.5;1.0;0.4691601948044322
211038_11;1;11;1;0.5907657392804174;1.0;0.9999765724792216;0.9999765724792216;1.0;0.9994110299414632;0.9994110299414632;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5968601065320999;0.0083333333333333;1.0;0.0;1.0;1.0;0.48107076321742404
211044_12;1;12;0;0.57276907623486;1.0;0.9999745028340148;0.9999745028340148;0.9321829553161028;0.9994965237514076;0.9994965237514076;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5511634426689095;0.0083333333333333;1.0;0.0;1.0;1.0;0.4334284895654569
211275_13;0;13;1;0.5153884301307088;1.0;0.9999903782082792;0.9999903782082792;1.0;0.9994879924116172;0.9994879924116172;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5786375105130361;0.0083333333333333;1.0;0.0;1.0;1.0;0.4976293583281686
211323_5;1;5;0;0.6365510965375715;1.0;0.9999831735465567;0.9999831735465567;1.0;0.9991655152692572;0.9991655152692572;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5472385758340342;0.0083333333333333;1.0;0.0;0.5;1.0;0.47961825487437626
211408_2;1;2;0;0.6206663018512684;1.0;0.9999900618607294;0.9999900618607294;1.0;0.9993905575928134;0.9993905575928134;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6069526212503504;0.0083333333333333;1.0;0.0;0.5;1.0;0.47584173318245204
211411_6;1;6;0;0.5916527737554921;1.0;0.9999948421472966;0.9999948421472966;1.0;0.9995740165430992;0.9995740165430992;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5845248107653491;0.0083333333333333;1.0;0.0;0.5;1.0;0.473227218164966
211507_4;1;4;0;0.6106942420448722;1.0;0.999986994340673;0.999986994340673;1.0;0.9995814245690624;0.9995814245690624;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5940566302214746;0.0083333333333333;1.0;0.0;0.5;1.0;0.4665456797869463
211528_10;0;10;0;0.5504559733585154;1.0;0.9999829097749208;0.9999829097749208;0.9321829553161028;0.9992838006794456;0.9992838006794456;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4906083543594058;0.0083333333333333;1.0;0.0;1.0;1.0;0.3753281558435458
211543_13;0;13;0;0.5646153896072599;1.0;0.9999848085483978;0.9999848085483978;0.9091918070830391;0.9990787414562076;0.9990787414562076;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5595738716007851;0.0083333333333333;1.0;0.0;1.0;1.0;0.45289210136229713
211576_9;0;9;1;0.5014206132432126;1.0;0.9999869529407652;0.9999869529407652;1.0;0.9974649258954912;0.9974649258954912;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5691056910569106;0.0083333333333333;1.0;0.0;1.0;1.0;0.4616071514205838
211907_12;0;12;0;0.5573533211176179;1.0;0.9999843793271548;0.9999843793271548;0.9292230261088392;0.9978618824198338;0.9978618824198338;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5629380431735352;0.0083333333333333;1.0;0.0;1.0;1.0;0.41599838944888357
212009_9;0;9;0;0.5991979699082115;1.0;0.99998656060439;0.99998656060439;0.9456472506567624;0.9994969831627664;0.9994969831627664;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5646201289599103;0.0083333333333333;1.0;0.0;1.0;1.0;0.44592006131566775
