Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation
CG_9;0;9;0;1.0;1.0;0.9784741924209563;0.9784741924209563;0.9737471727724524;0.9504771907347558;0.9504771907347558;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0762882782438274;0.0;0.0;0.531220958522496;0.003663003663003663;1.0;0.0
CH_6;0;6;0;1.0;1.0;0.990399859297126;0.990399859297126;0.9484126984126984;0.937159167261955;0.937159167261955;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0736837695401619;0.0;0.0;0.5219174247819534;0.003663003663003663;1.0;0.0
CI_4;0;4;1;0.9999999999861302;1.0;0.984856430875764;0.984856430875764;0.9793650793650792;0.9374010954624428;0.9374010954624428;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0519901051358869;0.1;0.5;0.5339795644571917;0.007326007326007326;1.0;0.0
CM_12;0;12;1;0.9999999999761826;1.0;0.9826781984927218;0.9826781984927218;0.0985290462195321;0.9450877275954483;0.9450877275954483;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0589487368710248;0.0;0.0;0.4948181782470006;0.003663003663003663;1.0;0.0
CNA_14;1;14;1;1.0;0.6116863905325445;0.9708511180628288;0.9708511180628288;1.0;0.9603321622935594;0.9603321622935594;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.199604358664878;0.0;0.0;0.38696209523164;0.003663003663003663;1.0;0.0
CU_8;1;8;0;0.9999965074082297;0.7846097201767305;0.8783266227129167;0.8783266227129167;0.9583663758921492;0.9232829734954656;0.9232829734954656;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1385665012805906;0.0;0.0;0.4640407904657869;0.003663003663003663;1.0;0.0
CW_8;0;8;1;0.9999999999793658;1.0;0.9813088201580302;0.9813088201580302;0.9893078706604838;0.963509757769062;0.963509757769062;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0523323329261396;0.1;0.5;0.5288950750873603;0.007326007326007326;1.0;0.0
DBA_13;0;13;1;1.0;0.552605703048181;0.9509139552135704;0.9509139552135704;0.1908942079710964;0.944762366839872;0.944762366839872;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0587205850108563;0.0;0.0;0.4834592126335473;0.003663003663003663;1.0;0.0
DJA_4;0;4;0;0.9999999999922408;0.7846097201767305;0.8602429482622501;0.8602429482622501;0.9386305393618776;0.8855728954503351;0.8855728954503351;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.122603105858024;0.0;0.0;0.4519786507905484;0.003663003663003663;1.0;0.0
DS_9;0;9;0;0.9999999989330846;0.7846097201767305;0.9538170576284608;0.9538170576284608;0.5163690476190476;0.9392531459485904;0.9392531459485904;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.3417593933948215;0.0;0.0;0.3503429537063645;0.003663003663003663;1.0;0.0
D_3;1;3;1;1.0;0.8325974981604121;0.9835655540590708;0.9835655540590708;0.9583663758921492;0.959417740539413;0.959417740539413;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0527315986814344;0.0;0.0;0.5452844397582;0.003663003663003663;1.0;0.0
D_8;1;8;1;1.0;1.0;0.9846797365048728;0.9846797365048728;0.1386947107949279;0.9479098260587662;0.9479098260587662;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0466855743869703;0.0;0.0;0.5532898060000622;0.003663003663003663;1.0;0.0
EA;0;1;1;0.9999999999998296;0.8325974981604121;0.9711028903355632;0.9711028903355632;0.953972904521408;0.9604664548182666;0.9604664548182666;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0759460504535748;0.0;0.0;0.4990913129301568;0.003663003663003663;1.0;0.0
EHA_3;0;3;1;0.999999999994884;1.0;0.9876862485688028;0.9876862485688028;0.9893078706604838;0.9310602747253434;0.9310602747253434;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0863839980562816;0.0;0.0;0.5071507694844641;0.003663003663003663;1.0;0.0
EMA_13;1;13;1;0.9999999999999432;1.0;0.9853391052693868;0.9853391052693868;0.9245889684433836;0.9371163008541455;0.9371163008541455;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0494804346740339;0.1;0.5;0.4885437020033789;0.007326007326007326;1.0;0.0
EO_12;0;12;0;1.0;1.0;0.9878216411320836;0.9878216411320836;0.9535714285714284;0.9449608061963752;0.9449608061963752;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0673333177322156;0.1;1.0;0.4856228251313479;0.003663003663003663;1.0;0.0
EQ;1;1;1;1.0;1.0;0.9826462938572552;0.9826462938572552;0.498478525064298;0.9550536079088348;0.9550536079088348;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0591768887311932;0.0;0.0;0.506663956672459;0.003663003663003663;1.0;0.0
ES_6;1;6;1;0.9999999999997158;1.0;0.9927194948578878;0.9927194948578878;0.0706402103460929;0.936584151752138;0.936584151752138;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0521612190310132;0.0;0.0;0.5335468419576317;0.003663003663003663;1.0;0.0
FE_6;1;6;0;1.0;1.0;0.9816826346806888;0.9816826346806888;0.5003107361467012;0.9330495470577757;0.9330495470577757;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1052991480440582;0.1;1.0;0.5263528304024445;0.003663003663003663;1.0;0.0
FKA_10;0;10;0;0.9999999999376712;1.0;0.9724526031578254;0.9724526031578254;0.9576172511760048;0.9466145799493704;0.9466145799493704;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1994617078043116;0.0;0.0;0.4779420007641558;0.003663003663003663;1.0;0.0
FY_2;1;2;1;1.0;0.8325974981604121;0.9859155137095348;0.9859155137095348;0.8564306449577181;0.9391187239745372;0.9391187239745372;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0571235219896771;0.0;0.0;0.5410653953874888;0.003663003663003663;1.0;0.0
FZ_5;1;5;1;0.9999999999966462;1.0;0.9869883704700924;0.9869883704700924;0.9083413441149027;0.8996246421509531;0.8996246421509531;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.048054485547981;0.1;0.5;0.5354940932056522;0.007326007326007326;1.0;0.0
GDA_4;0;4;0;0.9999999978939512;0.7846097201767305;0.9374814445622192;0.9374814445622192;0.9340854048110784;0.7702811033844338;0.7702811033844338;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1281928264321512;0.0;0.0;0.4663666739009225;0.003663003663003663;1.0;0.0
GF_4;1;4;1;0.9999999995378062;1.0;0.9807955294896678;0.9807955294896678;0.871808695652174;0.9222002354746353;0.9222002354746353;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0859847323009868;0.0;0.0;0.4956295329336758;0.003663003663003663;1.0;0.0
GJA_9;1;9;1;1.0;1.0;0.9798554618635692;0.9798554618635692;0.1581055740033518;0.7102691493668003;0.7102691493668003;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0779994171950909;0.0;0.0;0.5065016857351239;0.007326007326007326;1.0;0.0
GO_8;0;8;1;0.99999918656123;0.8325974981604121;0.975593501319555;0.975593501319555;0.163226675114843;0.9432410100094798;0.9432410100094798;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1049003955223875;0.0;0.0;0.5227287794686285;0.003663003663003663;1.0;0.0
GT_11;1;11;0;1.0;0.8325974981604121;0.9590834740405784;0.9590834740405784;0.9245889684433836;0.7082719403044477;0.7082719403044477;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1454182918748696;0.0;0.0;0.4488414126687375;0.003663003663003663;1.0;0.0
GT_12;1;12;0;1.0;0.7846097201767305;0.966734213693348;0.966734213693348;0.9638888888888888;0.9368160732270568;0.9368160732270568;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1528902652953866;0.0;0.0;0.4392133370535248;0.003663003663003663;1.0;0.0
GT_4;1;4;0;1.0;0.8325974981604121;0.7535161365398185;0.7535161365398185;0.9893078706604838;0.9643706739903708;0.9643706739903708;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1202075113262552;0.0;0.0;0.4705857182716337;0.003663003663003663;1.0;0.0
GV_14;0;14;0;1.0;1.0;0.9745096071661276;0.9745096071661276;0.9737471727724524;0.9562486428042823;0.9562486428042823;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1286491301524881;0.0;0.0;0.4148186061408229;0.003663003663003663;1.0;0.0
HAA_14;0;14;1;0.9999999999986926;1.0;0.989115078825886;0.989115078825886;0.9737471727724524;0.9157313342369704;0.9157313342369704;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0691014946485211;0.0;0.0;0.4983340485559266;0.003663003663003663;1.0;0.0
HLA_2;0;2;1;0.9967711067402032;1.0;0.9771683021956972;0.9771683021956972;1.0;0.9263259212760938;0.9263259212760938;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1304205569093164;0.0;0.0;0.5125057104165206;0.003663003663003663;1.0;0.0
HX_7;0;7;0;1.0;1.0;0.9819133223407054;0.9819133223407054;0.9290150513350072;0.9388723355195192;0.9388723355195192;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0744905709662836;0.0;0.0;0.544114110455547;0.003663003663003663;1.0;0.0
IP_7;1;7;0;0.999983333130015;0.7846097201767305;-0.0054559646299379;-0.0054559646299379;0.9391557582871491;0.9113479131505704;0.9113479131505704;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.1392581916503213;0.0;0.0;0.49276274637409;0.003663003663003663;1.0;0.0
IQ_9;1;9;1;0.9999897876346536;0.7846097201767305;0.9783835266532822;0.9783835266532822;0.9684966073269428;0.9600675369518338;0.9600675369518338;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0973352873443675;0.0;0.0;0.5609165400548094;0.003663003663003663;1.0;0.0
JE_2;1;2;1;0.9999999999996588;1.0;0.9862426881648432;0.9862426881648432;0.8938689247646244;0.9259919780910072;0.9259919780910072;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0586635470458142;0.0;0.0;0.5172115675992369;0.003663003663003663;1.0;0.0
JE_8;1;8;1;0.9999999999999432;1.0;0.984267335736143;0.984267335736143;0.9535714285714284;0.960388378196494;0.960388378196494;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0608309897174146;0.0;0.0;0.5192129091597025;0.003663003663003663;1.0;0.0
JH_9;1;9;1;1.0;1.0;0.9813211521129293;0.9813211521129293;1.0;0.9593209971706278;0.9593209971706278;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0621769110576627;0.0;0.0;0.5535061672498423;0.003663003663003663;1.0;0.0
JY_7;1;7;1;1.0;0.6856577008106116;0.923031885911502;0.923031885911502;0.8793423495094141;0.9650822136278014;0.9650822136278014;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0564961043742139;0.0;0.0;0.5157511291632216;0.003663003663003663;1.0;0.0
KK;0;1;1;0.9999999999999716;0.3538291605301915;0.94158660854497;0.94158660854497;0.1496240601503757;0.9565804019256864;0.9565804019256864;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1628904051025072;0.0;0.0;0.4842164770077776;0.003663003663003663;1.0;0.0
KK_5;0;5;1;1.0;0.4959379615952734;0.9387932933619054;0.9387932933619054;0.3504811250925238;0.9618437344729336;0.9618437344729336;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1664791777975441;0.0;0.0;0.5133170651031959;0.003663003663003663;1.0;0.0
KM_13;1;13;1;1.0;1.0;0.9748422135247764;0.9748422135247764;1.0;0.959315765021996;0.959315765021996;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1576496576748343;0.0;0.0;0.4632835260915566;0.003663003663003663;1.0;0.0
KV_7;1;7;1;0.9881068535327276;0.7708808916342151;0.9747079490223493;0.9747079490223493;1.0;0.9542507350656408;0.9542507350656408;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2398496417849648;0.0;0.0;0.4656634998391373;0.003663003663003663;1.0;0.0
LI_9;0;9;0;1.0;1.0;0.9772157727829254;0.9772157727829254;0.968496607326943;0.8851216241027793;0.8851216241027793;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0758453368100942;0.0;0.0;0.5609748263108851;0.003663003663003663;1.0;0.0
LS_12;0;12;1;1.0;1.0;0.9815673910739756;0.9815673910739756;1.0;0.9544100205920542;0.9544100205920542;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0693866844737317;0.0;0.0;0.5173197482241271;0.003663003663003663;1.0;0.0
LU_5;1;5;1;0.99999999999703;1.0;0.970532060505561;0.970532060505561;0.958366375892149;0.9576564241877497;0.9576564241877497;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0507839818670694;0.1;0.5;0.5271641850891198;0.007326007326007326;1.0;0.0
L_10;1;10;1;1.0;1.0;0.9775361712396214;0.9775361712396214;0.8325974981604121;0.955326593023882;0.955326593023882;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0657087191067466;0.0;0.0;0.5439321819470746;0.003663003663003663;1.0;0.0
MC_5;1;5;1;0.9999999999949978;1.0;0.9804172076069704;0.9804172076069704;0.2123261321897144;0.9468320646281198;0.9468320646281198;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0587776229758985;0.1;0.5;0.5435535497599594;0.007326007326007326;1.0;0.0
MFA_7;0;7;1;0.9999999967307645;0.8325974981604121;0.9668652745178132;0.9668652745178132;0.8376612344202358;0.94987186315802;0.94987186315802;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0722956206908795;0.0;0.0;0.5566434053716531;0.003663003663003663;1.0;0.0
OC_11;0;11;1;1.0;1.0;0.9823343106655889;0.9823343106655889;0.9629150947790044;0.9560734219686016;0.9560734219686016;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0695058218252159;0.0;0.0;0.5202947154086028;0.003663003663003663;1.0;0.0
OEA_3;0;3;0;1.0;1.0;0.9780023967232874;0.9780023967232874;0.9684966073269428;0.9373082538275098;0.9373082538275098;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0790261005658489;0.0;0.0;0.5354940932056522;0.003663003663003663;1.0;0.0
OL_11;1;11;1;0.9999339937877028;0.4977924944812362;0.949677990349728;0.949677990349728;0.9527449109904144;0.9594951751352688;0.9594951751352688;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.1431367732731851;0.0;0.0;0.4451091811100315;0.003663003663003663;1.0;0.0
OR_6;0;6;1;0.999999999999858;1.0;0.9828002903496222;0.9828002903496222;0.8938689247646243;0.9605992331162372;0.9605992331162372;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1044079950095897;0.0;0.0;0.4978472357439215;0.003663003663003663;1.0;0.0
OX;1;1;1;0.9999999999802184;0.8325974981604121;0.9715262166929796;0.9715262166929796;0.953972904521408;0.9558420256879449;0.9558420256879449;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0596902304165723;0.1;0.5;0.5203488057210479;0.007326007326007326;1.0;0.0
OX_10;1;10;1;1.0;1.0;0.9868607341169332;0.9868607341169332;0.1415474173893263;0.9589366452176996;0.9589366452176996;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0535714551126151;0.0;0.0;0.5371708928914477;0.003663003663003663;1.0;0.0
OX_4;1;4;1;0.9999999999973284;1.0;0.9911367078606822;0.9911367078606822;0.2553908355795155;0.961639226007206;0.961639226007206;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0476274140783641;0.1;0.5;0.5379281572656779;0.007326007326007326;1.0;0.0
PG_2;1;2;1;0.9999999999670875;1.0;0.986968855278342;0.986968855278342;0.1015583306649592;0.9402137122083404;0.9402137122083404;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0601465341369092;0.1;0.5;0.5179688319734672;0.007326007326007326;1.0;0.0
PI_9;0;9;0;1.0;1.0;0.9883952156074576;0.9883952156074576;0.1251525704887442;0.9584300845869548;0.9584300845869548;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0586065090807721;0.1;1.0;0.5188883672850325;0.003663003663003663;1.0;0.0
PKA_5;0;5;0;1.0;1.0;0.9847394754148469;0.9847394754148469;0.9317426492083762;0.9255672227369732;0.9255672227369732;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0842791936874137;0.1;1.0;0.5237564954050838;0.003663003663003663;1.0;0.0
PZ_10;1;10;1;1.0;0.7846097201767305;0.9793006942664338;0.9793006942664338;0.1386829175266987;0.9364696412407266;0.9364696412407266;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0562557391107951;0.0;0.0;0.5092062013573747;0.007326007326007326;1.0;0.0
PZ_12;1;12;1;1.0;0.3713154016212231;0.9439533663816534;0.9439533663816534;0.1007905138339925;0.9505814081628088;0.9505814081628088;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0635090171484307;0.0;0.0;0.4496527673554128;0.003663003663003663;1.0;0.0
QCA_7;0;7;1;0.9999999999910189;1.0;0.9919384730566588;0.9919384730566588;0.9893078706604838;0.9549356488156432;0.9549356488156432;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0496515485691602;0.1;0.5;0.5400376794510334;0.007326007326007326;1.0;0.0
QIA;1;1;1;0.9999999999735678;1.0;0.9906347317756602;0.9906347317756602;0.9290150513350072;0.9621352969812372;0.9621352969812372;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0599183822767407;0.0;0.0;0.5372249832038927;0.003663003663003663;1.0;0.0
QU_6;0;6;1;0.9999999998676828;1.0;0.9868223022311048;0.9868223022311048;0.9788086255880024;0.9688592137426816;0.9688592137426816;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0632022746848161;0.0;0.0;0.5235401341553038;0.003663003663003663;1.0;0.0
QU_8;0;8;1;0.9999999997841796;0.8325974981604121;0.9666652491045667;0.9666652491045667;0.8953098521591771;0.9414269130017824;0.9414269130017824;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0639997797281576;0.0;0.0;0.5124516201040756;0.003663003663003663;1.0;0.0
RC_10;1;10;1;1.0;0.7846097201767305;0.9759100194699812;0.9759100194699812;0.2518315265419564;0.9414085529000018;0.9414085529000018;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0600822716188391;0.0;0.0;0.5244596694668691;0.003663003663003663;1.0;0.0
RK_11;0;11;0;1.0;1.0;0.980379643739568;0.980379643739568;0.0602928530142904;0.8613579729238041;0.8613579729238041;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0514197254854657;0.3333333333333333;1.0;0.5330600291456264;0.003663003663003663;1.0;0.0
RLA_9;1;9;1;0.9999999999999432;1.0;0.9878183879431092;0.9878183879431092;0.9488587828015644;0.9009784515750784;0.9009784515750784;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0442899798552015;0.0;0.0;0.54539262038309;0.003663003663003663;1.0;0.0
RT_3;0;3;0;1.0;1.0;0.9781882608511404;0.9781882608511404;0.9684966073269428;0.9706352419777916;0.9706352419777916;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0304867923150099;0.3333333333333333;1.0;0.5571843084961033;0.003663003663003663;1.0;0.0
SA_2;0;2;1;0.9999999999839702;1.0;0.9799373322505628;0.9799373322505628;0.5997067448680354;0.9307053896005084;0.9307053896005084;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0483396753731916;0.3333333333333333;0.5;0.5459335235075401;0.007326007326007326;1.0;0.0
SGA_10;0;10;1;0.999999997950738;1.0;0.9845548688474212;0.9845548688474212;0.9583663758921492;0.9159815756698234;0.9159815756698234;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0812505812024914;0.0;0.0;0.5007681126159523;0.003663003663003663;1.0;0.0
SGA_13;0;13;1;0.9999999995909548;1.0;0.9788447599747993;0.9788447599747993;0.929616370547158;0.9648469476062748;0.9648469476062748;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.07258081051609;0.0;0.0;0.478969716700611;0.003663003663003663;1.0;0.0
SHA_3;0;3;1;0.9999999999989484;0.8325974981604121;0.9602319014304248;0.9602319014304248;0.5587878787878788;0.9618995093706;0.9618995093706;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0787979487056805;0.0;0.0;0.5449598978835298;0.003663003663003663;1.0;0.0
SO_6;1;6;1;1.0;1.0;0.9833647280242506;0.9833647280242506;0.9195615663396092;0.9523534069484773;0.9523534069484773;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0487740113711868;0.0;0.0;0.5293277975869204;0.003663003663003663;1.0;0.0
SR_13;0;13;1;0.9999999996838084;1.0;0.9832401622897318;0.9832401622897318;0.1818999100988916;0.9188285203779232;0.9188285203779232;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1127355379057383;0.0;0.0;0.4581449464092801;0.003663003663003663;1.0;0.0
SW_11;0;11;0;1.0;1.0;0.9828617414091726;0.9828617414091726;0.9684966073269428;0.9162156970173302;0.9162156970173302;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0530625677051881;0.0;0.0;0.5536143478747323;0.003663003663003663;1.0;0.0
TGA_13;0;13;0;1.0;1.0;0.991180921652819;0.991180921652819;0.9583663758921492;0.903690721618852;0.903690721618852;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0920808497865217;0.0;0.0;0.4439612290661084;0.003663003663003663;1.0;0.0
TJA_7;0;7;1;1.0;0.6644542772861357;0.9792013495041558;0.9792013495041558;0.9488587828015644;0.9525367350600308;0.9525367350600308;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0417232714283064;0.0;0.0;0.5671910162984312;0.003663003663003663;1.0;0.0
TU_10;0;10;1;0.8912548110576882;0.4959379615952734;0.9557110958860344;0.9557110958860344;0.9684966073269428;0.9665500802005392;0.9665500802005392;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1794699570050117;0.0;0.0;0.4627426229671064;0.003663003663003663;1.0;0.0
TV_14;1;14;1;1.0;1.0;0.9802485986315824;0.9802485986315824;1.0;0.936881789145828;0.936881789145828;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0916302467514048;0.0;0.0;0.4474560344692591;0.003663003663003663;1.0;0.0
TV_3;1;3;1;1.0;0.8325974981604121;0.9745469492061972;0.9745469492061972;1.0;0.9461592828345206;0.9461592828345206;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0744232994721966;0.0;0.0;0.5211801293597518;0.003663003663003663;1.0;0.0
UE_4;0;4;0;1.0;1.0;0.9746409809629508;0.9746409809629508;0.8961789206809128;0.9234481983707816;0.9234481983707816;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.0372743101550215;0.3333333333333333;1.0;0.5571843084961033;0.003663003663003663;1.0;0.0
UMA_14;0;14;0;1.0;1.0;0.9662316376642172;0.9662316376642172;0.9583663758921492;0.9373205659707996;0.9373205659707996;1.0;1.0;1.0;;1.0;1.0;0.0;0.0;0.353183239249906;0.0;0.0;0.313236999369084;0.003663003663003663;1.0;0.0
VA_12;0;12;1;0.9999999999994884;1.0;0.9906526610775724;0.9906526610775724;0.9474943455449047;0.9347568693693308;0.9347568693693308;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.049537472639076;0.3333333333333333;0.3333333333333333;0.5128843426036357;0.01098901098901099;1.0;0.0
VF_5;0;5;1;1.0;0.7846097201767305;0.9883224641087668;0.9883224641087668;0.9386305393618776;0.9518602752355122;0.9518602752355122;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0489100550236127;0.0;0.0;0.5517211869391567;0.003663003663003663;1.0;0.0
VJ_11;0;11;1;0.9999999999997726;1.0;0.9734076673674454;0.9734076673674454;0.1212606837606842;0.9687556953255608;0.9687556953255608;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.060032458206825;0.0;0.0;0.5143447810396512;0.003663003663003663;1.0;0.0
