"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode;"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability"
"213675_2;1;2;0;0.5483900181839326;1.0;0.9471665086019964;0.9471665086019964;0.6313202247191012;0.9955323512989104;0.9955323512989104;;1.0;1.0;;1.0;1.0";0.6536312849162011;0.6536312849162011;-0.6536312849162011;baseline_0;
"204691_3;1;3;0;0.6386237596978538;1.0;0.8920784900556451;0.8920784900556451;0.336565752128666;0.9869550860802504;0.9869550860802504;;1.0;1.0;1.0;1.0;1.0";0.41239817258984524;0.41239817258984524;-0.5678509243150593;baseline_0;
"205143_3;0;3;0;0.5679581498320444;1.0;0.9577783267840296;0.9577783267840296;-0.13082546451416374;0.9819426549512912;0.9819426549512912;;1.0;1.0;1.0;1.0;1.0";0.28854269331555693;0.28854269331555693;-0.3562986191780764;baseline_0;
"206579_3;0;3;1;0.5191328019908188;1.0;0.9359613582680908;0.9359613582680908;-0.00649999999999995;0.9893175829240428;0.9893175829240428;;1.0;1.0;;1.0;1.0";0.4129383904610731;0.4129383904610731;-0.4129383904610731;baseline_0;
"208070_3;0;3;0;0.517095812339301;1.0;0.9558557461693328;0.9558557461693328;-0.09237074401008827;0.9916723060811694;0.9916723060811694;;1.0;1.0;1.0;1.0;1.0";0.3872634646292965;0.3872634646292965;-0.3872634646292965;baseline_0;
"209105_3;1;3;0;0.5950008336161895;1.0;0.9615248241883624;0.9615248241883624;0.042685453791960086;0.5678168459877723;0.5678168459877723;;1.0;1.0;1.0;1.0;1.0";0.26590469254832244;0.26590469254832244;-0.300626959931502;baseline_0;
"210134_3;1;3;1;0.5138585703090697;1.0;0.9693187993425044;0.9693187993425044;-0.04090354090354077;0.8504017823480525;0.8504017823480525;;1.0;1.0;1.0;1.0;1.0";0.5199172480934755;0.5199172480934755;-0.5199172480934755;baseline_0;
"213672_3;1;3;0;0.5255976033323164;1.0;0.9654830422068238;0.9654830422068238;0.6474358974358976;0.9686883629209384;0.9686883629209384;;1.0;1.0;1.0;1.0;1.0";0.4300550076822575;0.4300550076822575;-0.4300550076822575;baseline_0;
"214037_3;0;3;0;0.5737641937071003;1.0;0.9461287124294327;0.9461287124294327;-0.038552321007081065;0.9885298720656508;0.9885298720656508;;1.0;1.0;1.0;1.0;1.0";0.3401927672710395;0.3401927672710395;-0.3401927672710395;baseline_0;
"204691_3;1;3;0;0.6386237596978538;1.0;0.8920784900556451;0.8920784900556451;0.336565752128666;0.9869550860802504;0.9869550860802504;;1.0;1.0;1.0;1.0;1.0";0.41239817258984524;0.41239817258984524;-0.5678509243150593;baseline_0;
"205143_3;0;3;0;0.5679581498320444;1.0;0.9577783267840296;0.9577783267840296;-0.13082546451416374;0.9819426549512912;0.9819426549512912;;1.0;1.0;1.0;1.0;1.0";0.28854269331555693;0.28854269331555693;-0.3562986191780764;baseline_0;
"206579_3;0;3;1;0.5191328019908188;1.0;0.9359613582680908;0.9359613582680908;-0.00649999999999995;0.9893175829240428;0.9893175829240428;;1.0;1.0;;1.0;1.0";0.4129383904610731;0.4129383904610731;-0.4129383904610731;baseline_0;
"208070_3;0;3;0;0.517095812339301;1.0;0.9558557461693328;0.9558557461693328;-0.09237074401008827;0.9916723060811694;0.9916723060811694;;1.0;1.0;1.0;1.0;1.0";0.3872634646292965;0.3872634646292965;-0.3872634646292965;baseline_0;
"209105_3;1;3;0;0.5950008336161895;1.0;0.9615248241883624;0.9615248241883624;0.042685453791960086;0.5678168459877723;0.5678168459877723;;1.0;1.0;1.0;1.0;1.0";0.26590469254832244;0.26590469254832244;-0.300626959931502;baseline_0;
"210134_3;1;3;1;0.5138585703090697;1.0;0.9693187993425044;0.9693187993425044;-0.04090354090354077;0.8504017823480525;0.8504017823480525;;1.0;1.0;1.0;1.0;1.0";0.5199172480934755;0.5199172480934755;-0.5199172480934755;baseline_0;
"213672_3;1;3;0;0.5255976033323164;1.0;0.9654830422068238;0.9654830422068238;0.6474358974358976;0.9686883629209384;0.9686883629209384;;1.0;1.0;1.0;1.0;1.0";0.4300550076822575;0.4300550076822575;-0.4300550076822575;baseline_0;
"214037_3;0;3;0;0.5737641937071003;1.0;0.9461287124294327;0.9461287124294327;-0.038552321007081065;0.9885298720656508;0.9885298720656508;;1.0;1.0;1.0;1.0;1.0";0.3401927672710395;0.3401927672710395;-0.3401927672710395;baseline_0;
"204691_3;1;3;0;0.6386237596978538;1.0;0.8920784900556451;0.8920784900556451;0.336565752128666;0.9869550860802504;0.9869550860802504;;1.0;1.0;1.0;1.0;1.0";0.41239817258984524;0.41239817258984524;-0.5678509243150593;baseline_0;
"205143_3;0;3;0;0.5679581498320444;1.0;0.9577783267840296;0.9577783267840296;-0.13082546451416374;0.9819426549512912;0.9819426549512912;;1.0;1.0;1.0;1.0;1.0";0.28854269331555693;0.28854269331555693;-0.3562986191780764;baseline_0;
"206579_3;0;3;1;0.5191328019908188;1.0;0.9359613582680908;0.9359613582680908;-0.00649999999999995;0.9893175829240428;0.9893175829240428;;1.0;1.0;;1.0;1.0";0.4129383904610731;0.4129383904610731;-0.4129383904610731;baseline_0;
"208070_3;0;3;0;0.517095812339301;1.0;0.9558557461693328;0.9558557461693328;-0.09237074401008827;0.9916723060811694;0.9916723060811694;;1.0;1.0;1.0;1.0;1.0";0.3872634646292965;0.3872634646292965;-0.3872634646292965;baseline_0;
"209105_3;1;3;0;0.5950008336161895;1.0;0.9615248241883624;0.9615248241883624;0.042685453791960086;0.5678168459877723;0.5678168459877723;;1.0;1.0;1.0;1.0;1.0";0.26590469254832244;0.26590469254832244;-0.300626959931502;baseline_0;
"210134_3;1;3;1;0.5138585703090697;1.0;0.9693187993425044;0.9693187993425044;-0.04090354090354077;0.8504017823480525;0.8504017823480525;;1.0;1.0;1.0;1.0;1.0";0.5199172480934755;0.5199172480934755;-0.5199172480934755;baseline_0;
"213672_3;1;3;0;0.5255976033323164;1.0;0.9654830422068238;0.9654830422068238;0.6474358974358976;0.9686883629209384;0.9686883629209384;;1.0;1.0;1.0;1.0;1.0";0.4300550076822575;0.4300550076822575;-0.4300550076822575;baseline_0;
"214037_3;0;3;0;0.5737641937071003;1.0;0.9461287124294327;0.9461287124294327;-0.038552321007081065;0.9885298720656508;0.9885298720656508;;1.0;1.0;1.0;1.0;1.0";0.3401927672710395;0.3401927672710395;-0.3401927672710395;baseline_0;
"204691_3;1;3;0;0.6386237596978538;1.0;0.8920784900556451;0.8920784900556451;0.336565752128666;0.9869550860802504;0.9869550860802504;;1.0;1.0;1.0;1.0;1.0";0.41239817258984524;0.41239817258984524;-0.5678509243150593;baseline_0;
"205143_3;0;3;0;0.5679581498320444;1.0;0.9577783267840296;0.9577783267840296;-0.13082546451416374;0.9819426549512912;0.9819426549512912;;1.0;1.0;1.0;1.0;1.0";0.28854269331555693;0.28854269331555693;-0.3562986191780764;baseline_0;
"206579_3;0;3;1;0.5191328019908188;1.0;0.9359613582680908;0.9359613582680908;-0.00649999999999995;0.9893175829240428;0.9893175829240428;;1.0;1.0;;1.0;1.0";0.4129383904610731;0.4129383904610731;-0.4129383904610731;baseline_0;
