Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
1018_4;0;4;0;0.9999109734310462;1.0;1.0;1.0;0.0;0.0;0.009558266336956086;0.0;0.0;0.5920561146296819
1020_14;1;14;1;0.9989620870264846;1.0;1.0;1.0;0.0;0.0;0.0019237092599446476;0.0;0.0;0.6114828244873572
1022_14;0;14;1;0.9748724035663312;1.0;1.0;1.0;0.0;0.0;0.00017285503495154806;0.0;0.0;0.6112825904133758
1022_5;0;5;1;0.9988330260008316;1.0;1.0;1.0;0.0;0.0;0.007092632401882873;0.0;0.0;0.5909428131783453
1024_3;0;3;1;0.9959633857403846;1.0;1.0;1.0;0.0;0.0;0.0049570363249008455;0.0;0.0;0.581796120678875
1026_4;1;4;1;0.9999964478130204;1.0;1.0;1.0;0.0;0.0;0.005264981544766663;0.0;0.0;0.6008223623885875
1029_6;0;6;0;0.9999863067543984;1.0;1.0;1.0;0.0;0.0;0.008622764592354499;0.0;0.0;0.6043224540017824
1030_2;1;2;1;0.9947465150415566;1.0;1.0;1.0;0.0;0.0;0.005564816931665965;0.0;0.0;0.6011066947736411
1030_6;1;6;1;0.9984453140076706;1.0;1.0;1.0;0.0;0.0;0.007889995950207757;0.0;0.0;0.5977107248789166
1031_9;0;9;0;0.9836750970396048;1.0;1.0;1.0;0.0;0.0;0.0034849805433779845;0.0;0.0;0.6093162918068785
1036_12;1;12;1;0.9991782727314721;1.0;1.0;1.0;0.0;0.0;0.0021076631567363115;0.0;0.0;0.6007703015293524
1038_7;0;7;0;0.9271460785057932;1.0;1.0;1.0;0.0;0.0;0.005606332071127768;0.0;0.0;0.5985356892637199
1041_11;0;11;1;0.9993824636045052;1.0;1.0;1.0;0.0;0.0;0.0034830734598112626;0.2;1.0;0.6186592136988506
1041_13;0;13;1;0.9999052186162786;1.0;1.0;1.0;0.0;0.0;0.002553140177975162;0.2;1.0;0.6192519065578356
1045_8;0;8;1;0.9999986778280878;1.0;1.0;1.0;0.0;0.0;0.007375428932885719;0.0;0.0;0.6093162918068785
1048_11;0;11;0;0.9983010066530312;1.0;1.0;1.0;0.0;0.0;0.0020519785290814547;0.0;0.0;0.6022480289953351
1048_4;0;4;0;0.9998007255172576;1.0;1.0;1.0;0.0;0.0;0.0054097615766692895;0.0;0.0;0.5932975658883665
1049_9;1;9;1;0.9999955312029238;1.0;1.0;1.0;0.0;0.0;0.005475601429755489;0.0;0.0;0.5949635133838919
1054_14;1;14;1;0.9991521731399948;1.0;1.0;1.0;0.0;0.0;-0.0005164823007576845;0.0;0.0;0.6073019370226256
1055_7;1;7;1;0.9860738068602818;1.0;1.0;1.0;0.0;0.0;0.003719171235892985;0.0;0.0;0.6090279547403453
1056_10;0;10;0;0.9932708198498909;1.0;1.0;1.0;0.0;0.0;-0.00247573017801572;0.0;0.0;0.5946711716358789
1056_4;0;4;0;0.9999881569945508;1.0;1.0;1.0;0.0;0.0;0.0032229100065159604;0.0;0.0;0.6144422841008024
1059_14;1;14;1;0.7796390267861232;1.0;1.0;1.0;0.0;0.0;0.00010036743964928597;0.0;0.0;0.6234688361558838
1064_5;1;5;1;0.996834451491358;1.0;1.0;1.0;0.0;0.0;0.009111133132607405;0.25;1.0;0.6031250542393736
1065_2;0;2;0;0.9999969239897459;1.0;1.0;1.0;0.0;0.0;0.007007910390363668;0.0;0.0;0.6184950217581858
1066_12;1;12;1;0.997633245595156;1.0;1.0;1.0;0.0;0.0;0.002141073933329225;0.2;1.0;0.6191317661134468
1069_2;0;2;1;0.744544155994667;1.0;1.0;1.0;0.0;0.0;0.0037976916060612;0.0;0.0;0.5990803259449493
1070_7;0;7;0;0.6859197534737702;1.0;1.0;1.0;0.0;0.0;0.004524375996957075;0.0;0.0;0.6051714464754636
1071_10;1;10;1;0.9997529310593803;1.0;1.0;1.0;0.0;0.0;0.0011207697427503599;0.0;0.0;0.6253029802735535
1071_11;1;11;1;0.9999146366782624;1.0;1.0;1.0;0.0;0.0;0.000769483703977859;0.0;0.0;0.6261719961546327
1072_13;1;13;1;0.9999999915965064;1.0;1.0;1.0;0.0;0.0;0.002710986343792295;0.0;0.0;0.6234928642447616
1074_14;0;14;1;0.9999988654603318;1.0;1.0;1.0;0.0;0.0;0.002761035322446922;0.16666666666666666;1.0;0.6019396685214038
1074_2;0;2;1;0.9999995235723962;1.0;1.0;1.0;0.0;0.0;0.007821543164192538;0.0;0.0;0.603433414713305
1081_9;1;9;0;0.9735835644286328;1.0;1.0;1.0;0.0;0.0;0.0026478040449884176;0.0;0.0;0.6061485887564928
1085_10;1;10;1;0.9986536144474101;1.0;1.0;1.0;0.0;0.0;-0.00017540657711279738;0.0;0.0;0.6203411799202944
1085_6;1;6;1;0.9980055073202307;1.0;1.0;1.0;0.0;0.0;0.003427388832156406;0.0;0.0;0.617181486232868
1089_4;0;4;0;0.9999071450542242;1.0;1.0;1.0;0.0;0.0;0.009218590108261464;0.0;0.0;0.6048791047274507
1094_7;1;7;1;0.9999881881501052;1.0;1.0;1.0;0.0;0.0;0.0065573393904200155;0.0;0.0;0.6037177470983586
1096_10;0;10;1;0.9999969539601752;1.0;1.0;1.0;0.0;0.0;0.0006200512355545454;0.0;0.0;0.6215465890456624
1097_3;1;3;1;0.9999937888062188;1.0;1.0;1.0;0.0;0.0;0.0058157355307891815;0.0;0.0;0.5930052241403537
1100_12;1;12;1;0.9999999993894366;1.0;1.0;1.0;0.0;0.0;0.0004628054161605964;0.0;0.0;0.6191317661134468
1100_14;1;14;1;0.9999999998545029;1.0;1.0;1.0;0.0;0.0;0.00020631084816797668;0.0;0.0;0.6188554430913524
1104_5;1;5;1;0.9667290744374144;1.0;1.0;1.0;0.0;0.0;0.008823229251911983;0.0;0.0;0.5894570763494033
1105_14;0;14;0;0.6568784626009139;1.0;1.0;1.0;0.0;0.0;-0.001460903843784051;0.0;0.0;0.6182667549138471
1106_9;0;9;0;0.8761449059307045;1.0;1.0;1.0;0.0;0.0;0.0032714718747228087;0.0;0.0;0.6124519574054272
1110_13;0;13;0;0.5779740734413886;1.0;1.0;1.0;0.0;0.0;-0.00019185441817607006;0.0;0.0;0.6222353942601584
1118_6;0;6;0;0.9848983811839674;1.0;1.0;1.0;0.0;0.0;0.007287791312312041;0.0;0.0;0.6128243927830326
1119_6;1;6;1;0.996686711135893;1.0;1.0;1.0;0.0;0.0;0.00691324652335041;0.0;0.0;0.612572097849816
1120_8;1;8;1;0.9838828292212268;1.0;1.0;1.0;0.0;0.0;0.0067134665187633495;0.0;0.0;0.6181025629731823
1121_2;1;2;1;0.999999823709942;1.0;1.0;1.0;0.0;0.0;0.0052191068617628705;0.0;0.0;0.6014150552475724
1121_4;1;4;1;0.9999995479265544;1.0;1.0;1.0;0.0;0.0;0.006969961086755969;0.0;0.0;0.6035335317502957
1123_5;0;5;0;0.996789198714792;1.0;1.0;1.0;0.0;0.0;-0.0009605598270462712;0.0;0.0;0.6124960089017031
1135_12;0;12;0;0.9763119764772584;1.0;1.0;1.0;0.0;0.0;0.0004482612526215934;0.0;0.0;0.6049632030385229
1135_9;0;9;0;0.9792503153396228;1.0;1.0;1.0;0.0;0.0;0.002319264741824765;0.0;0.0;0.6005059925516969
1138_13;0;13;0;0.5774455057401078;1.0;1.0;1.0;0.0;0.0;0.00435483168700513;0.0;0.0;0.6193680423207447
1139_6;1;6;1;0.999999757513946;1.0;1.0;1.0;0.0;0.0;0.007103784339621684;0.0;0.0;0.6079707188297235
1140_6;0;6;0;0.9989254641880796;1.0;1.0;1.0;0.0;0.0;0.009341096289102149;0.0;0.0;0.6078385643408958
913_12;1;12;1;0.9999589496633621;1.0;1.0;1.0;0.0;0.0;0.0006709997632410187;0.0;0.0;0.617029308336642
913_5;1;5;1;0.9999806284489998;1.0;1.0;1.0;0.0;0.0;0.007019047315894638;0.0;0.0;0.6000454541815398
915_9;1;9;1;0.9715706184790506;1.0;1.0;1.0;0.0;0.0;0.0017285503495154805;0.0;0.0;0.6161002222333684
917_4;1;4;1;0.9999999969683112;1.0;1.0;1.0;0.0;0.0;0.006390060324337873;0.0;0.0;0.6031931338245273
918_13;1;13;1;0.99832728688358;1.0;1.0;1.0;0.0;0.0;0.002302559353528309;0.0;0.0;0.6247503342293649
918_2;1;2;1;0.999997979323231;1.0;1.0;1.0;0.0;0.0;0.0052191068617628705;0.0;0.0;0.6254471488068201
921_8;0;8;1;0.9999997021461321;1.0;1.0;1.0;0.0;0.0;0.006509147723915654;0.0;0.0;0.6183348344990007
926_10;1;10;1;0.999179242243728;1.0;1.0;1.0;0.0;0.0;0.0034626766679003657;0.0;0.0;0.6248264231774777
926_7;1;7;1;0.9660481036052414;1.0;1.0;1.0;0.0;0.0;0.0056986401845316795;0.0;0.0;0.6224035908823028
930_10;1;10;1;0.6595527816262645;1.0;1.0;1.0;0.0;0.0;0.00561382710576066;0.0;0.0;0.624930544895948
932_5;0;5;0;0.9731253240256024;1.0;1.0;1.0;0.0;0.0;0.008355478379611191;0.0;0.0;0.621066027268107
934_10;0;10;0;0.6956267851033575;1.0;1.0;1.0;0.0;0.0;-0.0008363953304107162;0.0;0.0;0.6385544712896425
934_11;0;11;1;0.5571550063153913;1.0;1.0;1.0;0.0;0.0;-0.0010761619917951217;0.0;0.0;0.6393153607707718
934_13;0;13;1;0.9177285074267764;1.0;1.0;1.0;0.0;0.0;-0.002263843360978339;0.0;0.0;0.6397358523261327
934_14;0;14;1;0.9748363249593932;1.0;1.0;1.0;0.0;0.0;-0.0024924580846239345;0.0;0.0;0.6381259703713222
934_3;0;3;0;0.5127993400799187;1.0;1.0;1.0;0.0;0.0;0.002787984434702388;0.0;0.0;0.633392436862402
936_12;0;12;0;0.999979891017759;1.0;1.0;1.0;0.0;0.0;-0.001751281539745231;0.0;0.0;0.6284466552350615
942_11;1;11;1;0.9999992956822276;1.0;1.0;1.0;0.0;0.0;0.004546115561128618;0.0;0.0;0.6271771712060193
942_3;1;3;1;0.9999999983565324;1.0;1.0;1.0;0.0;0.0;0.0073475866190582904;0.0;0.0;0.62394138857048
944_2;0;2;0;0.8900546283590673;1.0;1.0;1.0;0.0;0.0;0.0033121255084264363;0.0;0.0;0.6270129792653546
951_7;1;7;1;0.9999996718511744;1.0;1.0;1.0;0.0;0.0;0.007823084323774898;0.0;0.0;0.6210500085421885
958_7;0;7;0;0.9998680247368136;1.0;1.0;1.0;0.0;0.0;0.007609304369036116;0.0;0.0;0.6200248100834038
960_8;1;8;1;0.5819806551543362;1.0;1.0;1.0;0.0;0.0;0.0048889561562792975;0.0;0.0;0.6209979476829534
972_10;0;10;1;0.9970198934306841;1.0;1.0;1.0;0.0;0.0;0.0011932573380526218;0.0;0.0;0.6215225609567847
973_5;0;5;0;0.999999997011188;1.0;1.0;1.0;0.0;0.0;0.0016761072924111747;0.0;0.0;0.6272732835615304
974_3;0;3;1;0.9909429500517709;1.0;1.0;1.0;0.0;0.0;0.002897279764340073;0.0;0.0;0.6398760161779198
975_12;0;12;0;0.9997492528874076;1.0;1.0;1.0;0.0;0.0;0.0030181068188932124;0.0;0.0;0.6305571223748253
975_6;0;6;0;0.9965835472944472;1.0;1.0;1.0;0.0;0.0;0.008386104924821359;0.0;0.0;0.620421273549887
977_5;1;5;1;0.9999100675440622;1.0;1.0;1.0;0.0;0.0;0.006879835746757497;0.0;0.0;0.6196083232095224
978_2;1;2;1;0.922646775713172;1.0;1.0;1.0;0.0;0.0;0.002085389305674369;0.0;0.0;0.638506415111887
979_3;0;3;1;0.9980598021799412;1.0;1.0;1.0;0.0;0.0;0.004410591375699178;0.0;0.0;0.6221833334009232
980_13;1;13;1;0.9989511658980748;1.0;1.0;1.0;0.0;0.0;0.0018233418202953614;0.0;0.0;0.6293917600642536
981_9;1;9;1;0.9579681156479948;1.0;1.0;1.0;0.0;0.0;0.006633241963015401;0.0;0.0;0.6124679761313457
990_8;1;8;1;0.9955424795197456;1.0;1.0;1.0;0.0;0.0;0.005035099889072512;0.0;0.0;0.6229282041561341
996_7;0;7;1;0.600614642535433;1.0;1.0;1.0;0.0;0.0;0.005453608810151034;0.0;0.0;0.6193520235948263
998_11;1;11;1;0.9999998192589492;1.0;1.0;1.0;0.0;0.0;0.00629226881641227;0.0;0.0;0.6280301683611801
