Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;LIME Precision;LIME Recall;LIME Correlation;SHAP Precision;SHAP Recall;SHAP Correlation
Case44_5;1;5;1;0.9995583740431444;1.0;1.0;1.0;0.6848755109624676;0.9750915625079272;0.9750915625079272;;1.0;1.0;;1.0;1.0;1.0;0.5;0.7359244334512097;0.0;0.0;0.49161871299594356
Case65_5;0;5;1;0.9857327603751084;1.0;1.0;1.0;0.7268767531348521;0.9558220655472244;0.9558220655472244;;1.0;1.0;;1.0;1.0;1.0;0.5;0.7549341512016842;1.0;0.5;0.49775351656707223
Case78_5;1;5;1;0.9907928815899824;1.0;1.0;1.0;0.6877918214931865;0.9631795689745436;0.9631795689745436;;1.0;1.0;;1.0;1.0;1.0;0.5;0.7385704747498106;0.0;0.0;0.49944587617290076
Case7_5;0;5;0;0.9706339547427402;1.0;1.0;1.0;0.7034356264499935;0.9730502449060188;0.9730502449060188;;1.0;1.0;;1.0;1.0;1.0;0.5;0.7563268045167373;0.0;0.0;0.5071320093827056
Case122_6;0;6;0;0.994690189811612;1.0;1.0;1.0;0.7912142874569985;0.964994772849342;0.964994772849342;;1.0;1.0;;;;1.0;0.5;0.7290534499632856;0.0;0.0;0.5204850983694673
Case20_6;1;6;1;0.9959783457017336;1.0;1.0;1.0;0.8080683375199817;0.9621139364424216;0.9621139364424216;;1.0;1.0;;;;1.0;0.5;0.7481153174064631;0.0;0.0;0.5344292414845379
Case257_6;1;6;1;0.9913648415471816;1.0;1.0;1.0;0.8167462294174622;0.954061009975438;0.954061009975438;;1.0;1.0;;;;1.0;0.5;0.7141902317366672;0.0;0.0;0.5411516236502624
Case261_6;0;6;0;0.995668387392072;1.0;1.0;1.0;0.8527209830648492;0.9645305606695808;0.9645305606695808;;1.0;1.0;;;;1.0;0.5;0.7367117861342891;0.0;0.0;0.5256483377202364
Case54_6;1;6;1;0.9768512714403326;1.0;1.0;1.0;0.8176034273291131;0.9714085676649832;0.9714085676649832;;1.0;1.0;;;;1.0;0.5;0.7476954524848072;0.0;0.0;0.5294359961988189
Case62_6;0;6;0;0.9990092930182128;1.0;1.0;1.0;0.7975155279503106;0.9397740035037584;0.9397740035037584;;1.0;1.0;;;;1.0;0.5;0.7375515159776008;0.0;0.0;0.5359238634018656
Case73_6;1;6;1;0.9999968889185749;1.0;1.0;1.0;0.7885533416355334;0.9177966976560352;0.9177966976560352;;1.0;1.0;;;;1.0;0.5;0.7106801609916239;0.0;0.0;0.5082563735913301
Case7_6;0;6;0;0.97820460709331;1.0;1.0;1.0;0.9438240970499034;0.9652442712412628;0.9652442712412628;;1.0;1.0;;;;1.0;0.5;0.7651114494350935;0.0;0.0;0.516767314669985
Case215_7;0;7;0;0.9999981539392364;1.0;1.0;1.0;0.7447611768316338;0.9368617675455928;0.9368617675455928;;1.0;1.0;;;;0.5;1.0;0.6872626169334995;0.0;0.0;0.526854372928267
Case21_7;1;7;1;0.9999999999331556;1.0;1.0;1.0;0.7526082058482587;0.9627320434124216;0.9627320434124216;;1.0;1.0;;;;0.5;1.0;0.6930815528347983;0.0;0.0;0.5374139360312202
Case225_7;1;7;1;0.999951394914496;1.0;1.0;1.0;0.7571631722452049;0.9667583601152928;0.9667583601152928;;1.0;1.0;;;;0.5;1.0;0.7058170875460498;0.0;0.0;0.5019715737272273
Case239_7;0;7;0;0.9999724385805224;1.0;1.0;1.0;0.7301813024946722;0.9625814690132966;0.9625814690132966;;1.0;1.0;;;;0.5;1.0;0.6949330324397569;0.0;0.0;0.5515775817549547
Case240_7;1;7;1;0.9999999999068055;1.0;1.0;1.0;0.8235969868173258;0.9522837677784332;0.9522837677784332;;1.0;1.0;;;;0.5;1.0;0.6911110495409494;0.0;0.0;0.5447284948556841
Case261_7;0;7;0;0.9999673430863962;1.0;1.0;1.0;0.7548999479893789;0.9301269443426534;0.9301269443426534;;1.0;1.0;;;;0.5;1.0;0.6753337983358373;0.0;0.0;0.5355387491325849
Case277_7;1;7;1;0.9999973619012904;1.0;1.0;1.0;0.8269254931524059;0.9711921067109508;0.9711921067109508;;1.0;1.0;;;;0.5;1.0;0.706835401328777;0.0;0.0;0.5129263951200472
Case39_7;0;7;0;0.9997739157999008;1.0;1.0;1.0;0.8917506532288167;0.95924758559197;0.95924758559197;;1.0;1.0;;;;0.5;1.0;0.6818668763704772;0.0;0.0;0.5334640742660098
Case110_8;1;8;1;0.9865907534763518;1.0;1.0;1.0;0.752638935246996;0.9627901002677672;0.9627901002677672;;1.0;1.0;;;;0.5;1.0;0.7151478041733071;0.0;0.0;0.585890410223656
Case111_8;1;8;1;0.984024733367461;1.0;1.0;1.0;0.7518382352941176;0.951415723828519;0.951415723828519;;1.0;1.0;;;;0.5;1.0;0.7121675749788808;0.0;0.0;0.5588997730630401
Case123_8;1;8;1;0.9999616712645156;1.0;1.0;1.0;0.8035322011822922;0.914651737418807;0.914651737418807;;1.0;1.0;;;;0.5;1.0;0.7098841619630074;0.0;0.0;0.5685003193550638
Case178_8;0;8;0;0.9914918732691228;1.0;1.0;1.0;0.6706977494989171;0.9730039524412024;0.9730039524412024;;1.0;1.0;;;;0.5;1.0;0.7047062817439141;0.0;0.0;0.5782795618126486
Case34_8;0;8;0;0.9947906450299386;1.0;1.0;1.0;0.6284289417651743;0.9627381533541176;0.9627381533541176;;1.0;1.0;;;;0.5;1.0;0.6915525363426153;0.0;0.0;0.5947357403938535
Case40_8;0;8;0;0.9904482950324838;1.0;1.0;1.0;0.6315173796791445;0.9681909607215966;0.9681909607215966;;1.0;1.0;;;;0.5;1.0;0.7137220110694988;0.0;0.0;0.6027759737645789
Case78_8;1;8;1;0.9988005246045432;1.0;1.0;1.0;0.7229086702770913;0.9763555287518608;0.9763555287518608;;1.0;1.0;;;;0.5;1.0;0.7192643797512197;0.0;0.0;0.5710980983613597
Case86_8;0;8;1;0.964772264479006;1.0;1.0;1.0;0.7986882856622335;0.9749653108190292;0.9749653108190292;;1.0;1.0;;;;0.5;1.0;0.7154801318892323;0.0;0.0;0.5775480574428986
Case102_9;1;9;1;0.999205846115389;1.0;1.0;1.0;0.7451150330917113;0.9416499591200768;0.9416499591200768;;1.0;1.0;;;;1.0;1.0;0.7053077455069577;0.0;0.0;0.6130708283313325
Case17_9;1;9;1;0.9994746139933076;1.0;1.0;1.0;0.7308438985736925;0.9596059300234412;0.9596059300234412;;1.0;1.0;;;;1.0;1.0;0.7037923057018283;0.0;0.0;0.5753661464585835
Case187_9;1;9;1;0.9996718485363566;1.0;1.0;1.0;0.6711161717312404;0.8935500957572688;0.8935500957572688;;1.0;1.0;;;;1.0;1.0;0.693145861501235;0.0;0.0;0.5787274909963985
Case211_9;0;9;0;0.9995889515420702;1.0;1.0;1.0;0.7250875954398075;0.9573733957771092;0.9573733957771092;;1.0;1.0;;;;1.0;1.0;0.6966083537142207;0.0;0.0;0.5887635054021608
Case251_9;0;9;0;0.9995593185558476;1.0;1.0;1.0;0.6240586941026991;0.9536415751411064;0.9536415751411064;;1.0;1.0;;;;1.0;1.0;0.69070005675245;0.0;0.0;0.6101416566626652
Case28_9;1;9;1;0.9997045332932482;1.0;1.0;1.0;0.8035562474468109;0.955686379013755;0.955686379013755;;1.0;1.0;;;;1.0;1.0;0.7030921341462937;0.0;0.0;0.5949579831932773
Case84_9;0;9;0;0.999982225717202;1.0;1.0;1.0;0.6413419465468306;0.9609916879756668;0.9609916879756668;;1.0;1.0;;;;1.0;1.0;0.6873622526246965;0.0;0.0;0.610218487394958
Case89_9;0;9;0;0.9988191807958;1.0;1.0;1.0;0.7257613814756672;0.9253800373129114;0.9253800373129114;;1.0;1.0;;;;1.0;1.0;0.7059215945419468;0.0;0.0;0.6077791116446579
Case135_10;1;10;1;0.9963488377352968;1.0;1.0;1.0;0.8025178826895565;0.9818562168001524;0.9818562168001524;;1.0;1.0;;;;0.6666666666666666;1.0;0.7423921719039402;1.0;0.5;0.5662693344685682
Case188_10;1;10;1;0.9711629449567688;1.0;1.0;1.0;0.8233754317789292;0.9861985971956082;0.9861985971956082;;1.0;1.0;;;;0.6666666666666666;1.0;0.7191648587027204;0.0;0.0;0.5655834634123267
Case192_10;0;10;0;0.9496488028731792;1.0;1.0;1.0;0.8601900684037387;0.9867170469145872;0.9867170469145872;;1.0;1.0;;;;0.6666666666666666;1.0;0.7188105437555832;0.0;0.0;0.57000614918878
Case249_10;1;10;1;0.8905430124616259;1.0;1.0;1.0;0.8988371057453831;0.9618969996661636;0.9618969996661636;;1.0;1.0;;;;0.6666666666666666;1.0;0.7352350099717677;0.0;0.0;0.5829825142298534
Case269_10;0;10;0;0.9599778243886988;1.0;1.0;1.0;0.7702026703939382;0.2645957943073199;0.2645957943073199;;1.0;1.0;;;;0.6666666666666666;1.0;0.7050552501411657;1.0;0.5;0.6059867871276982
Case37_10;1;10;1;0.9256794006247764;1.0;1.0;1.0;0.8192252510760402;0.9838751073217492;0.9838751073217492;;1.0;1.0;;;;0.6666666666666666;1.0;0.7369435953835185;0.0;0.0;0.5829982813805716
Case84_10;0;10;0;0.9913530775095624;1.0;1.0;1.0;0.8834978915040121;0.9890854239116784;0.9890854239116784;;1.0;1.0;;;;0.6666666666666666;1.0;0.7304714423491447;0.0;0.0;0.5807751131293063
Case9_10;0;10;0;0.9959472105313222;1.0;1.0;1.0;0.7846458302196309;0.9816088705777968;0.9816088705777968;;1.0;1.0;;;;0.5;1.0;0.7246528035506018;1.0;0.5;0.5797265976065464
Case103_11;1;11;1;0.9997912203833834;1.0;1.0;1.0;0.4640473807140474;0.9741618854154896;0.9741618854154896;;1.0;1.0;;;;1.0;0.5;0.6954412362638412;1.0;0.5;0.561782526857193
Case115_11;1;11;1;0.9997432144378688;1.0;1.0;1.0;0.5329305391738972;0.973548118140606;0.973548118140606;;1.0;1.0;;;;1.0;0.5;0.6771586284294742;0.5;0.5;0.561782526857193
Case122_11;0;11;0;0.9996214849640552;1.0;1.0;1.0;0.4091289953404724;0.9702437108613714;0.9702437108613714;;1.0;1.0;;;;1.0;0.5;0.6703600368160297;0.0;0.0;0.5679329001037452
Case229_11;0;11;0;0.9999709984014415;1.0;1.0;1.0;0.355943301255801;0.9254053934805916;0.9254053934805916;;1.0;1.0;;;;1.0;0.5;0.6710216673801981;1.0;0.5;0.5727991294856327
Case266_11;1;11;1;0.9993600733480128;1.0;1.0;1.0;0.4566285714285714;0.9557179286775352;0.9557179286775352;;1.0;1.0;;;;1.0;0.5;0.6794270760780514;0.0;0.0;0.5504955781519817
Case3_11;0;11;0;0.9982226685716628;1.0;1.0;1.0;0.4563878386683944;0.9723551181669666;0.9723551181669666;;1.0;1.0;;;;1.0;0.5;0.6968725187087769;1.0;0.5;0.5722381613763318
Case55_11;1;11;1;0.9992232625825992;1.0;1.0;1.0;0.5172751322751323;0.9735040523938208;0.9735040523938208;;1.0;1.0;;;;1.0;0.5;0.6855302804658904;0.0;0.0;0.5637357772618673
Case9_11;0;11;0;0.999978569660706;1.0;1.0;1.0;0.4345193899245555;0.8713301177312811;0.8713301177312811;;1.0;1.0;;;;1.0;0.5;0.6799536799964712;1.0;0.5;0.5762257660087119
Case103_12;1;12;1;0.9998757163301332;1.0;1.0;1.0;0.2306743755593524;0.9774142245920482;0.9774142245920482;;1.0;1.0;;;;1.0;0.5;0.69825048892981;1.0;0.5;0.5509785173554154
Case178_12;0;12;0;0.9995994304545852;1.0;1.0;1.0;0.3192864690473127;0.9723938100238512;0.9723938100238512;;1.0;1.0;;;;1.0;0.5;0.6909265506833442;1.0;0.5;0.5637564072199464
Case210_12;0;12;0;0.9994657969447528;1.0;1.0;1.0;0.305162753025686;0.9476886100138254;0.9476886100138254;;1.0;1.0;;;;1.0;0.5;0.7012933691741551;0.0;0.0;0.5633645909174642
Case239_12;0;12;0;0.9998484828259782;1.0;1.0;1.0;0.3326810598365498;0.9769639404221914;0.9769639404221914;;1.0;1.0;;;;1.0;0.5;0.6964224245987544;1.0;0.5;0.5868794170709098
Case248_12;1;12;1;0.9997842445648104;1.0;1.0;1.0;0.3153903903903903;0.97334672247668;0.97334672247668;;1.0;1.0;;;;1.0;0.5;0.6850685681783958;1.0;0.5;0.5821483814185504
Case41_12;0;12;0;0.9995113278298888;1.0;1.0;1.0;0.2758286407718002;0.978394851231522;0.978394851231522;;1.0;1.0;;;;1.0;0.5;0.6855942096793383;1.0;0.5;0.5844992792334435
Case61_12;1;12;1;0.999550889086369;1.0;1.0;1.0;0.2485965001727818;0.9635263567782882;0.9635263567782882;;1.0;1.0;;;;1.0;0.5;0.6802793900586972;0.0;0.0;0.5812594847323221
Case75_12;1;12;1;0.999370826443807;1.0;1.0;1.0;0.33293207333402;0.9560417045760372;0.9560417045760372;;1.0;1.0;;;;1.0;0.5;0.6826798195796681;1.0;0.5;0.5790606350348102
Case102_13;1;13;1;0.9999639907382052;1.0;1.0;1.0;0.7291761492944924;0.9792330588420306;0.9792330588420306;;1.0;1.0;;;;1.0;1.0;0.6428531235605954;0.0;0.0;0.5538092029809141
Case210_13;0;13;0;0.999950290253722;1.0;1.0;1.0;0.928344465339472;0.980746793767856;0.980746793767856;;1.0;1.0;;;;1.0;1.0;0.6506447845753838;0.0;0.0;0.5438831086675889
Case223_13;0;13;0;0.9999343900585144;1.0;1.0;1.0;0.5736882716049383;0.9885882336128552;0.9885882336128552;;1.0;1.0;;;;1.0;1.0;0.6395813450065939;1.0;1.0;0.5701126843141994
Case267_13;1;13;1;0.9999690464732982;1.0;1.0;1.0;0.6588979780830375;0.9322935907780908;0.9322935907780908;;1.0;1.0;;;;1.0;1.0;0.6582926311482381;0.0;0.0;0.5598265762174894
Case274_13;0;13;0;0.999976258397047;1.0;1.0;1.0;0.8065543923532089;0.9834301392404936;0.9834301392404936;;1.0;1.0;;;;1.0;1.0;0.6330634690489365;0.0;0.0;0.5666051214532213
Case277_13;1;13;1;0.9999826603175508;1.0;1.0;1.0;0.8092137311849837;0.9820353562110192;0.9820353562110192;;1.0;1.0;;;;1.0;1.0;0.6562381391206077;0.0;0.0;0.5378914507012554
Case78_13;1;13;1;0.9999771912990988;1.0;1.0;1.0;0.7818526955201215;0.9840225528919754;0.9840225528919754;;1.0;1.0;;;;1.0;1.0;0.6485235215568554;0.0;0.0;0.5415841635079742
Case89_13;0;13;0;0.9999744998471845;1.0;1.0;1.0;0.839089874857793;0.9872336001460612;0.9872336001460612;;1.0;1.0;;;;1.0;1.0;0.6435516508499899;0.0;0.0;0.5591271208669132
Case111_14;1;14;1;0.9992050815601572;1.0;1.0;1.0;0.3380033964095099;0.986008746095938;0.986008746095938;;1.0;1.0;;;;1.0;1.0;0.6364567112470264;0.0;0.0;0.5516836233011398
Case115_14;1;14;1;0.9999719308664564;1.0;1.0;1.0;0.4817927170868347;0.9151764653087804;0.9151764653087804;;1.0;1.0;;;;1.0;1.0;0.6333175385269139;0.0;0.0;0.563636790900973
Case12_14;0;14;0;0.9997219929256164;1.0;1.0;1.0;0.325457594982863;0.974856780366994;0.974856780366994;;1.0;1.0;;;;1.0;1.0;0.6196206100216697;0.0;0.0;0.5632936974197491
Case17_14;1;14;1;0.9998240856975203;1.0;1.0;1.0;0.4071469943124092;0.983255148771404;0.983255148771404;;1.0;1.0;;;;1.0;1.0;0.6305396756714482;0.0;0.0;0.5452977393429526
Case240_14;1;14;1;0.9997813638502698;1.0;1.0;1.0;0.3366138694564906;0.9821999007328288;0.9821999007328288;;1.0;1.0;;;;1.0;1.0;0.6304364442815491;0.0;0.0;0.5858908680735068
Case67_14;0;14;0;0.9995239989905657;1.0;1.0;1.0;0.2556207596691923;0.9797166719092658;0.9797166719092658;;1.0;1.0;;;;1.0;1.0;0.6343123137386686;0.0;0.0;0.5600366593034732
Case83_14;0;14;1;0.9982385805626438;1.0;1.0;1.0;0.3116330297076859;0.9637136302085538;0.9637136302085538;;1.0;1.0;;;;1.0;1.0;0.6329421516545537;0.0;0.0;0.5454263475520371
Case84_14;0;14;0;0.9998890898627718;1.0;1.0;1.0;0.2988792433272868;0.9801116054315872;0.9801116054315872;;1.0;1.0;;;;1.0;1.0;0.618607065466297;1.0;1.0;0.5806457677304132
