Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation;SHAP Precision;SHAP Recall;SHAP Correlation
206309_2;1.0;2.0;1.0;0.5313675404702393;1.0;0.8486759108750811;0.8486759108750811;1.0;0.9809942768143772;0.9809942768143772;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9136406670190554;0.0227272727272727;1.0;0.0;0.0;0.0;0.2828656033017594
207798_2;0.0;2.0;0.0;0.5323815030700038;1.0;0.8971848901089685;0.8971848901089685;1.0;0.9737741512337804;0.9737741512337804;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8325825596789619;0.0227272727272727;1.0;0.0;0.0;0.0;0.4030960965715972
209284_2;1.0;2.0;0.0;0.8148795129804431;1.0;0.9096605563305422;0.9096605563305422;1.0;0.9762383335299984;0.9762383335299984;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8418463433749725;0.0227272727272727;1.0;0.0;0.0;0.0;0.5638616952042576
209808_2;1.0;2.0;0.0;0.5082592969573249;1.0;0.830074470280289;0.830074470280289;1.0;0.9770798525126738;0.9770798525126738;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8117390463629378;0.0227272727272727;1.0;0.0;0.0;0.0;0.39836769661181304
210224_2;0.0;2.0;1.0;0.5582158957806393;1.0;-2.2961113329155243;-2.2961113329155243;1.0;0.9747570430979716;0.9747570430979716;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8487941811469806;0.0227272727272727;1.0;0.0;0.0;0.0;0.4858430958678195
213495_2;0.0;2.0;0.0;0.5856854376940318;1.0;0.8849140228354856;0.8849140228354856;1.0;0.9713320787784196;0.9713320787784196;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8024752626669269;0.0227272727272727;1.0;0.0;0.0;0.0;0.36182694595146
205125_3;1.0;3.0;0.0;0.7696590090524293;1.0;0.7074622032838821;0.7074622032838821;1.0;0.9942719436311506;0.9942719436311506;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6979453873916412;0.0638297872340425;1.0;0.0;1.0;0.6666666666666666;0.6706117659531494
205322_3;1.0;3.0;0.0;0.5431056607440231;1.0;0.8459435975576141;0.8459435975576141;0.7055137844611528;0.9832697549684216;0.9832697549684216;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6816544542129549;0.0212765957446808;1.0;0.0;0.0;0.0;0.4886699507389163
206216_3;0.0;3.0;0.0;0.5372099977926222;1.0;0.8284563043710786;0.8284563043710786;0.7055137844611528;0.9931887866700406;0.9931887866700406;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.4515107472111562;0.0212765957446808;1.0;0.0;0.0;0.0;0.4992615080798992
207041_3;0.0;3.0;0.0;0.6733821661846432;1.0;0.9166209571740416;0.9166209571740416;0.7055137844611528;0.9893642835129044;0.9893642835129044;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.3851981536682649;0.0212765957446808;1.0;0.0;0.0;0.0;0.535960591133005
211543_3;0.0;3.0;0.0;0.6568237142346822;1.0;0.6240800451868493;0.6240800451868493;1.0;0.992545247580348;0.992545247580348;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6998383099325519;0.0638297872340425;1.0;0.0;1.0;0.6666666666666666;0.56622360383815
211850_3;1.0;3.0;0.0;0.5003364563030475;1.0;0.8902668310951924;0.8902668310951924;0.7055137844611528;0.9890014013256464;0.9890014013256464;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.8246005713132853;0.0212765957446808;1.0;0.0;0.0;0.0;0.7218120028058503
212413_3;0.0;3.0;0.0;0.5855415022733621;1.0;0.8282918950484123;0.8282918950484123;1.0;0.992962491280878;0.992962491280878;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.4066522280497885;0.0212765957446808;1.0;0.0;0.0;0.0;0.6147783251231528
213459_3;1.0;3.0;0.0;0.5616463830300857;1.0;0.8948329853712912;0.8948329853712912;0.8289665211062591;0.9886546910404642;0.9886546910404642;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5912535603763377;0.0212765957446808;1.0;0.0;0.0;0.0;0.6752095447953401
204562_4;1.0;4.0;0.0;0.9845671878010742;1.0;0.6209913245964931;0.6209913245964931;0.803203718512595;0.9887364615961984;0.9887364615961984;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6418485535162178;0.0111111111111111;1.0;0.0;1.0;1.0;0.22683459467913797
207254_4;0.0;4.0;0.0;0.9656054681380596;0.7165532879818594;0.046438316211093;0.046438316211093;0.8903508771929824;0.9790550621502424;0.9790550621502424;;1.0;1.0;;1.0;1.0;0.0;0.0;0.7150440236380045;0.0111111111111111;1.0;0.0;1.0;1.0;0.17673615659049396
209404_4;0.0;4.0;0.0;0.947971268505602;1.0;0.3257276196922269;0.3257276196922269;0.4815330101519535;0.983375710865462;0.983375710865462;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.7311975066993642;0.0111111111111111;1.0;0.0;1.0;1.0;0.1566967813550364
209751_4;1.0;4.0;0.0;0.9449591792246916;1.0;0.1137946998786352;0.1137946998786352;0.3211652580471138;0.9807293210837138;0.9807293210837138;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.7337214884277017;0.0111111111111111;1.0;0.0;1.0;1.0;0.16003667722761264
209859_4;0.0;4.0;0.0;0.9470566360825906;1.0;0.42217152360262;0.42217152360262;0.550009782396035;0.9905686044753348;0.9905686044753348;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.7417982299583815;0.0111111111111111;1.0;0.0;1.0;1.0;0.18564254558403068
211670_4;1.0;4.0;0.0;0.9587378706221228;1.0;0.542074804572988;0.542074804572988;0.5098039215686276;0.985467964987686;0.985467964987686;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.7094912638356619;0.0111111111111111;1.0;0.0;1.0;1.0;0.17450955934210982
212413_4;0.0;4.0;0.0;0.9528657815002628;1.0;0.5593940479480328;0.5593940479480328;0.9465078191039732;0.9842246178896088;0.9842246178896088;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6877850209719597;0.0111111111111111;1.0;0.0;1.0;1.0;0.1455637951131155
213720_4;1.0;4.0;0.0;0.9874680545341424;1.0;0.0104611954043731;0.0104611954043731;0.4517004766892545;0.9762587748886612;0.9762587748886612;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6973761515396422;0.0111111111111111;1.0;0.0;1.0;1.0;0.17617950727839793
204679_5;0.0;5.0;0.0;0.7529203103382827;1.0;0.9993892991855592;0.9993892991855592;0.9265951439864484;0.9984017222134772;0.9984017222134772;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4804604931360722;0.0096153846153846;1.0;0.0;1.0;1.0;0.5700864156110199
205499_5;0.0;5.0;0.0;0.7102309425418304;1.0;0.9991604665559128;0.9991604665559128;0.8027613412228797;0.9977989831115404;0.9977989831115404;;1.0;1.0;;1.0;1.0;0.0;0.0;0.6098933542122933;0.0096153846153846;1.0;0.0;1.0;1.0;0.4282279516459957
206047_5;1.0;5.0;0.0;0.6970224820011646;1.0;0.9992361317027328;0.9992361317027328;0.7430830039525691;0.9980307564313984;0.9980307564313984;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5650510254194215;0.0096153846153846;1.0;0.0;1.0;1.0;0.4675591037184489
208241_5;0.0;5.0;0.0;0.6804852253480841;1.0;0.9989641945068872;0.9989641945068872;0.8720472440944882;0.9988050867789994;0.9988050867789994;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5302828681253287;0.0096153846153846;1.0;0.0;1.0;1.0;0.5168261157243447
208382_5;0.0;5.0;1.0;0.5238527049865707;1.0;0.9999458679007812;0.9999458679007812;0.9500512295081968;0.9973677374006812;0.9973677374006812;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5582681521566343;0.0096153846153846;1.0;0.0;1.0;1.0;0.500870181494098
209592_5;1.0;5.0;0.0;0.5288961014135537;1.0;0.9999699856800748;0.9999699856800748;0.9191089540165516;0.9983056329007208;0.9983056329007208;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6018484233777391;0.0096153846153846;1.0;0.0;1.0;1.0;0.47904248238022346
211287_5;1.0;5.0;0.0;0.5618630439448612;1.0;0.9999138863625836;0.9999138863625836;0.9656969457088198;0.9979434214945904;0.9979434214945904;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5504912334419592;0.0096153846153846;1.0;0.0;1.0;1.0;0.5058391465935612
213675_5;1.0;5.0;0.0;0.529828108055597;1.0;0.9999585515162502;0.9999585515162502;0.9514653724099308;0.9989380806321256;0.9989380806321256;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5424414478767972;0.0096153846153846;1.0;0.0;1.0;1.0;0.48923137118694354
205086_6;0.0;6.0;0.0;0.5696200970798782;1.0;0.9966247179711952;0.9966247179711952;0.9271577789994504;0.996200328168308;0.996200328168308;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6148278597960606;0.0094339622641509;1.0;0.0;1.0;1.0;0.5553372513355599
205655_6;1.0;6.0;0.0;0.630341251807219;1.0;0.9966950156275108;0.9966950156275108;0.7775410047785096;0.9981843144769452;0.9981843144769452;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.600470919402191;0.0094339622641509;1.0;0.0;1.0;1.0;0.5484516685511795
206528_6;0.0;6.0;0.0;0.7908868931314232;1.0;0.9962242836786108;0.9962242836786108;0.7608795453466098;0.995958832186648;0.995958832186648;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4751993257252793;0.0094339622641509;1.0;0.0;1.0;1.0;0.6312477780738612
206727_6;0.0;6.0;0.0;0.6828806942400039;1.0;0.9979600758877648;0.9979600758877648;0.6658739785495404;0.99807882241001;0.99807882241001;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5905678676839663;0.0094339622641509;1.0;0.0;1.0;1.0;0.5947888020312554
211116_6;1.0;6.0;0.0;0.5315019107071158;1.0;0.997189175212213;0.997189175212213;0.9457720379254678;0.9982899460437128;0.9982899460437128;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.568971992668401;0.0094339622641509;1.0;0.0;1.0;1.0;0.5769631079976378
211588_6;1.0;6.0;0.0;0.7901474149859287;1.0;0.9876746434677126;0.9876746434677126;0.7952472486054576;0.9978782850589808;0.9978782850589808;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5707563935341835;0.0094339622641509;1.0;0.0;1.0;1.0;0.5170695719152324
212184_6;0.0;6.0;1.0;0.753461167971596;1.0;0.9913630637166134;0.9913630637166134;1.0;0.9986081286156304;0.9986081286156304;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5754890119926335;0.0094339622641509;1.0;0.0;1.0;1.0;0.5146200597916084
214139_6;1.0;6.0;1.0;0.5114053190764762;1.0;0.99546932231576;0.99546932231576;0.8879716981132075;0.9976920359362694;0.9976920359362694;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.6132540283642516;0.0094339622641509;1.0;0.0;1.0;1.0;0.5533138300988065
205556_7;0.0;7.0;0.0;0.8770665797414922;1.0;-0.0098883614604528;-0.0098883614604528;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.6052089170613512;0.0185185185185185;1.0;0.0;1.0;0.5;0.3338443566239841
206222_7;0.0;7.0;0.0;0.9999999994822826;1.0;-0.7746471195074083;-0.7746471195074083;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5133239312990215;0.037037037037037;1.0;0.0;0.0;0.0;0.3874155551895756
206366_7;0.0;7.0;1.0;0.7085151891886249;1.0;0.4279750317527138;0.4279750317527138;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.1666666666666666;0.5540708828878487;0.0555555555555555;1.0;0.0;1.0;0.6666666666666666;0.346910768065394
207328_7;1.0;7.0;0.0;0.9329923582973862;1.0;-0.2335109263110016;-0.2335109263110016;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.6501177283445505;0.0185185185185185;1.0;0.0;1.0;0.5;0.31042913076087786
208601_7;1.0;7.0;0.0;0.9762712640086724;1.0;0.055195674523105;0.055195674523105;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5756949997060932;0.0185185185185185;1.0;0.0;1.0;0.5;0.2632439028852245
210476_7;1.0;7.0;0.0;0.8359705532650786;1.0;0.1758731824392511;0.1758731824392511;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5782489060389046;0.0185185185185185;1.0;0.0;1.0;0.5;0.21976472207772427
211176_7;0.0;7.0;0.0;0.9576039583841766;1.0;0.6286527258335549;0.6286527258335549;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5646820578420859;0.0185185185185185;1.0;0.0;1.0;0.5;0.3211282490703268
212761_7;1.0;7.0;1.0;0.8638121067041884;1.0;0.4460834017934234;0.4460834017934234;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5720988954504522;0.0092592592592592;1.0;0.0;1.0;1.0;0.3521459403896577
205238_8;0.0;8.0;0.0;0.6686255504998001;1.0;0.7967770922720985;0.7967770922720985;0.0896906219342004;0.9887905487637992;0.9887905487637992;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5827380103689339;0.0092592592592592;1.0;0.0;0.0;0.0;0.3183209807647031
206348_8;0.0;8.0;0.0;0.9140620814969664;1.0;0.875961582700468;0.875961582700468;0.3941410421083585;0.9261919017376028;0.9261919017376028;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.5897127322165573;0.0092592592592592;1.0;0.0;0.0;0.0;0.27059994787323144
207873_8;0.0;8.0;0.0;0.8193046539966108;1.0;0.7879252804268548;0.7879252804268548;0.7838218167701863;0.9919034519721192;0.9919034519721192;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.5918051487708443;0.0092592592592592;1.0;0.0;0.0;0.0;0.31253661314149445
209502_8;1.0;8.0;0.0;0.9520025383035946;1.0;0.8305859004987675;0.8305859004987675;0.1114020808266683;0.9912352793763444;0.9912352793763444;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5950476666919697;0.0092592592592592;1.0;0.0;1.0;1.0;0.27860209623569493
210251_8;1.0;8.0;0.0;0.9405546764201864;1.0;0.6571470525235921;0.6571470525235921;0.1424564491069835;0.990553755755218;0.990553755755218;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.5946988697009429;0.0092592592592592;1.0;0.0;0.0;0.0;0.2528853220271548
212012_8;1.0;8.0;1.0;0.9999996778535806;1.0;0.1307351616950811;0.1307351616950811;1.0;0.9915046080591444;0.9915046080591444;;1.0;1.0;;1.0;1.0;0.5;1.0;0.5148243587557723;0.0092592592592592;1.0;0.0;1.0;1.0;0.4510295334062472
212295_8;1.0;8.0;0.0;0.8793026787067866;1.0;0.8017322288355954;0.8017322288355954;0.1594603943272227;0.989959700202899;0.989959700202899;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5666961501194002;0.0092592592592592;1.0;0.0;0.0;0.0;0.28253020609609936
212557_8;0.0;8.0;0.0;0.9999999716583798;1.0;0.8289542396559562;0.8289542396559562;0.2709161553578665;0.9886608191481708;0.9886608191481708;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4976464038279287;0.0185185185185185;1.0;0.0;1.0;0.5;0.3996636504660753
205131_9;1.0;9.0;1.0;0.5806642196409697;1.0;0.8733447629724116;0.8733447629724116;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5382655046289496;0.0091743119266055;1.0;0.0;0.5;1.0;0.5140660080726928
206627_9;1.0;9.0;0.0;0.6959577132066533;1.0;0.6248719860417333;0.6248719860417333;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5959955124711818;0.018348623853211;1.0;0.0;1.0;1.0;0.4321734030940973
207041_9;0.0;9.0;1.0;0.6689941029595279;1.0;0.8738688424968629;0.8738688424968629;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5486158291806502;0.0091743119266055;1.0;0.0;0.5;1.0;0.5504023011791437
208118_9;1.0;9.0;0.0;0.6592344969698526;1.0;-1.07964622527355;-1.07964622527355;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5658776046130819;0.0091743119266055;1.0;0.0;0.5;1.0;0.4952650839711517
208136_9;0.0;9.0;1.0;0.5613503150773232;1.0;0.8414201897073565;0.8414201897073565;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5288458893903565;0.0091743119266055;1.0;0.0;1.0;1.0;0.6299882587398137
211275_9;0.0;9.0;0.0;0.6090541826702088;1.0;0.7116504177215034;0.7116504177215034;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5698710135791579;0.0091743119266055;1.0;0.0;1.0;1.0;0.569327104921785
211423_9;0.0;9.0;0.0;0.6595025276218675;1.0;-0.166835789248279;-0.166835789248279;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5520244394893216;0.018348623853211;1.0;0.0;1.0;1.0;0.49073893557633624
213995_9;1.0;9.0;0.0;0.5812713299705227;1.0;0.6377355095378643;0.6377355095378643;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5462298019645803;0.0091743119266055;1.0;0.0;1.0;1.0;0.4797307849619607
205238_10;0.0;10.0;1.0;0.5749966137834501;1.0;0.7600632463819428;0.7600632463819428;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4921793920160548;0.0181818181818181;1.0;0.0;1.0;1.0;0.4977036065159625
206162_10;1.0;10.0;0.0;0.7816952304887759;1.0;-0.5773885378660233;-0.5773885378660233;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.485614250622787;0.009090909090909;1.0;0.0;1.0;1.0;0.4988574096718039
206414_10;0.0;10.0;0.0;0.7134477227582361;1.0;-0.5975252351602316;-0.5975252351602316;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.4672633467566744;0.009090909090909;1.0;0.0;1.0;1.0;0.557637507298521
206709_10;0.0;10.0;0.0;0.5339054024251658;1.0;-3.7102244726153217;-3.7102244726153217;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5151796973129439;0.0181818181818181;1.0;0.0;1.0;1.0;0.5146971392229077
208997_10;1.0;10.0;0.0;0.9286124679032136;1.0;-0.4635966965608904;-0.4635966965608904;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5414858178663319;0.009090909090909;1.0;0.0;0.5;1.0;0.4445483866400909
209823_10;1.0;10.0;0.0;0.8733418476040662;1.0;-0.906947095653064;-0.906947095653064;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5255501977133992;0.009090909090909;1.0;0.0;0.5;1.0;0.5198202029842506
210671_10;1.0;10.0;0.0;0.6990465690926895;1.0;-10.213433946569646;-10.213433946569646;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4832723286425186;0.0181818181818181;1.0;0.0;0.5;1.0;0.5371128221218157
211227_10;0.0;10.0;0.0;0.8656769467768634;1.0;-1.8295319620171813;-1.8295319620171813;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5177320377807529;0.009090909090909;1.0;0.0;1.0;1.0;0.4616266957695604
205256_11;0.0;11.0;0.0;1.0;1.0;0.3214723715472701;0.3214723715472701;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.494540813092056;0.018018018018018;1.0;0.0;0.5;0.5;0.24108994858868316
205364_11;1.0;11.0;0.0;0.943082258855512;1.0;0.1359467184612514;0.1359467184612514;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5680980123833047;0.009009009009009;1.0;0.0;0.0;0.0;0.08951178732346002
205676_11;0.0;11.0;0.0;0.928451398643266;1.0;-1.4951506449537924;-1.4951506449537924;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5717101962770713;0.009009009009009;1.0;0.0;0.0;0.0;0.10582385042727263
206255_11;0.0;11.0;0.0;0.9597878011623152;1.0;-13.032218688618965;-13.032218688618965;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5622795626210723;0.009009009009009;1.0;0.0;0.0;0.0;0.09338933187644818
206907_11;1.0;11.0;0.0;0.9413840675749168;1.0;-4.360055714868008;-4.360055714868008;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5580099164095804;0.009009009009009;1.0;0.0;0.0;0.0;0.0937258700093363
210008_11;1.0;11.0;0.0;0.9358640719573282;1.0;0.1045013669460068;0.1045013669460068;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5279147920474765;0.009009009009009;1.0;0.0;1.0;1.0;0.14705507917425575
210563_11;0.0;11.0;0.0;0.7706597762004549;1.0;-5.469210029589677;-5.469210029589677;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5116165914989529;0.009009009009009;1.0;0.0;0.0;0.0;0.14384641035821638
213873_11;1.0;11.0;0.0;0.9728691907528204;1.0;-2.5707402805309854;-2.5707402805309854;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.5912974078267381;0.009009009009009;1.0;0.0;0.0;0.0;0.06662907477460558
205059_12;1.0;12.0;1.0;0.5964824942799986;1.0;0.7315488714683387;0.7315488714683387;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4947879007648381;0.009009009009009;1.0;0.0;1.0;1.0;0.5495544141305709
206294_12;0.0;12.0;0.0;0.8396525242434615;1.0;0.6725460375376926;0.6725460375376926;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.4612986068842717;0.009009009009009;1.0;0.0;1.0;1.0;0.6003549752164088
206309_12;1.0;12.0;1.0;0.5375993851145167;1.0;0.8185688696643789;0.8185688696643789;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.524095044950147;0.009009009009009;1.0;0.0;1.0;1.0;0.5711796060422744
206351_12;1.0;12.0;0.0;0.8387062456427653;1.0;0.6149306057075503;0.6149306057075503;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5261862897882302;0.009009009009009;1.0;0.0;1.0;1.0;0.5844226661560953
209664_12;0.0;12.0;0.0;0.8837207822194547;1.0;0.7517478668259456;0.7517478668259456;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5365734984013409;0.009009009009009;1.0;0.0;1.0;1.0;0.4306626440298227
209721_12;1.0;12.0;1.0;0.6681568145311931;1.0;0.8328778400856025;0.8328778400856025;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.535139753431641;0.009009009009009;1.0;0.0;1.0;1.0;0.5209182209650982
210032_12;0.0;12.0;1.0;0.5221622519655923;1.0;0.7160268234331719;0.7160268234331719;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5186341620720809;0.009009009009009;1.0;0.0;1.0;1.0;0.5285711045084778
212346_12;0.0;12.0;0.0;0.8883723663369051;1.0;0.5864028778402159;0.5864028778402159;;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5589033624718986;0.009009009009009;1.0;0.0;1.0;1.0;0.5336179323682022
205508_13;1.0;13.0;0.0;0.6534257708738831;1.0;0.7852483996952291;0.7852483996952291;1.0;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5344038259043103;0.008695652173913;1.0;0.0;1.0;1.0;0.5409840929335284
205978_13;1.0;13.0;0.0;0.589324614189395;1.0;0.728020342114873;0.728020342114873;1.0;1.0;1.0;;1.0;1.0;;1.0;1.0;0.0;0.0;0.5190001070997674;0.008695652173913;1.0;0.0;1.0;1.0;0.5647541416419408
