Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
918_3;1.0;3.0;1.0;0.9999999999972408;1.0;1.0;1.0;0.0;0.0;0.12047219153903115;0.5;1.0;0.4781690939412255
958_3;0.0;3.0;0.0;0.9999999842236701;1.0;1.0;1.0;0.0;0.0;0.11949054654591396;0.5;1.0;0.4494346407547185
981_3;1.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.1205566900937152;0.5;1.0;0.4624399136793282
1005_4;0.0;4.0;1.0;0.9810698590878032;1.0;1.0;1.0;0.0;0.0;0.13063819672923518;1.0;1.0;0.5313897167384185
1057_4;1.0;4.0;1.0;0.999955158584456;1.0;1.0;1.0;0.0;0.0;0.1336241721254569;1.0;1.0;0.5542711329287545
915_4;1.0;4.0;1.0;0.8208631100866205;1.0;1.0;1.0;0.0;0.0;0.13076586313572447;1.0;1.0;0.5510371179687558
937_4;0.0;4.0;0.0;0.8570574571080164;1.0;1.0;1.0;0.0;0.0;0.12884757007053751;0.5;1.0;0.5180633447480788
965_4;1.0;4.0;1.0;0.9999382274169174;1.0;1.0;1.0;0.0;0.0;0.13009040436372388;1.0;1.0;0.5480362765011708
968_4;0.0;4.0;1.0;0.531967153362103;1.0;1.0;1.0;0.0;0.0;0.12782316750105907;1.0;1.0;0.5352877692528998
979_4;0.0;4.0;1.0;0.7584729268789387;1.0;1.0;1.0;0.0;0.0;0.13140405542575276;1.0;1.0;0.5492933857646185
998_4;1.0;4.0;1.0;0.9999968303195359;1.0;1.0;1.0;0.0;0.0;0.13220565649779814;1.0;1.0;0.5492984547535841
1009_5;0.0;5.0;1.0;0.9961667269716344;1.0;1.0;1.0;0.0;0.0;0.12757003904152625;1.0;0.5;0.6157099028685368
1059_5;1.0;5.0;1.0;0.9485200523029224;1.0;1.0;1.0;0.0;0.0;0.12846314912552886;1.0;0.5;0.6297319199169487
1077_5;1.0;5.0;1.0;0.9999999358662318;1.0;1.0;1.0;0.0;0.0;0.12726065902070127;0.5;0.5;0.6075916225693463
1078_5;0.0;5.0;0.0;0.8450451947407144;1.0;1.0;1.0;0.0;0.0;0.126019719260286;0.5;0.5;0.5929530272703631
1089_5;0.0;5.0;0.0;0.9986756763140268;1.0;1.0;1.0;0.0;0.0;0.12944038189469528;0.5;0.5;0.6124574525967724
1095_5;0.0;5.0;1.0;0.9696959449510516;1.0;1.0;1.0;0.0;0.0;0.12552391208561575;1.0;0.5;0.6005831831211845
946_5;1.0;5.0;1.0;0.9999937037506088;1.0;1.0;1.0;0.0;0.0;0.12279925849312325;0.5;0.5;0.5761769607027323
978_5;1.0;5.0;1.0;0.9998411046335958;1.0;1.0;1.0;0.0;0.0;0.1270477906156908;1.0;0.5;0.6117946309774082
1006_6;1.0;6.0;1.0;0.9188444202814774;1.0;1.0;1.0;0.0;0.0;0.12842287737744684;0.0;0.0;0.6651197912620653
1015_6;0.0;6.0;0.0;0.5852201318286907;1.0;1.0;1.0;0.0;0.0;0.1292009404368989;0.0;0.0;0.6675412180489887
1045_6;0.0;6.0;1.0;0.9999016037912568;1.0;1.0;1.0;0.0;0.0;0.13252471763839838;0.0;0.0;0.6733796046915491
1091_6;1.0;6.0;1.0;0.9999823197726534;1.0;1.0;1.0;0.0;0.0;0.13133497644972442;0.0;0.0;0.6578710661054938
1131_6;0.0;6.0;1.0;0.99996212886669;1.0;1.0;1.0;0.0;0.0;0.1194639839688112;0.0;0.0;0.6601317557823644
925_6;1.0;6.0;1.0;0.9999995034318508;1.0;1.0;1.0;0.0;0.0;0.12930905257850178;0.0;0.0;0.6732084974453639
942_6;1.0;6.0;1.0;0.9999999775103541;1.0;1.0;1.0;0.0;0.0;0.12978004810988206;0.0;0.0;0.6671212275356251
973_6;0.0;6.0;0.0;0.9999999873488348;1.0;1.0;1.0;0.0;0.0;0.12747839918252274;0.0;0.0;0.6636161215228623
1019_7;0.0;7.0;0.0;0.7024635480245599;1.0;1.0;1.0;0.0;0.0;0.15299508547389076;0.3333333333333333;1.0;0.6244676434237454
1024_7;0.0;7.0;1.0;0.7751687452272737;1.0;1.0;1.0;0.0;0.0;0.15280157044577236;0.0;0.0;0.6094901070488215
1037_7;1.0;7.0;1.0;0.9999353386948588;1.0;1.0;1.0;0.0;0.0;0.15217657453397695;0.0;0.0;0.6093705777855934
1039_7;0.0;7.0;1.0;0.9969055309406001;1.0;1.0;1.0;0.0;0.0;0.15135806359406312;0.0;0.0;0.6295710232711345
1049_7;1.0;7.0;1.0;0.9996093386471132;1.0;1.0;1.0;0.0;0.0;0.15271525267392022;0.0;0.0;0.6095524701426795
965_7;1.0;7.0;1.0;0.9954973242921858;1.0;1.0;1.0;0.0;0.0;0.1513728981178572;0.3333333333333333;1.0;0.6259435699783874
972_7;0.0;7.0;1.0;0.8043180081702647;1.0;1.0;1.0;0.0;0.0;0.15586151411142926;0.0;0.0;0.6102852364955124
989_7;1.0;7.0;1.0;0.9999690855341979;1.0;1.0;1.0;0.0;0.0;0.1549044084443174;0.3333333333333333;1.0;0.62436890185847
1037_8;1.0;8.0;1.0;0.9999999742390322;1.0;1.0;1.0;0.0;0.0;0.22844237069121934;0.0;0.0;0.5147126253394623
1039_8;0.0;8.0;1.0;0.8625283876393176;1.0;1.0;1.0;0.0;0.0;0.2268889926800488;0.0;0.0;0.5355848086922959
1081_8;1.0;8.0;0.0;0.6265404944980062;1.0;1.0;1.0;0.0;0.0;0.2219857474641984;0.0;0.0;0.5235521799064097
1086_8;0.0;8.0;1.0;0.60306192749841;1.0;1.0;1.0;0.0;0.0;0.2264099774343134;0.0;0.0;0.53029253559859
1112_8;1.0;8.0;1.0;0.9997127652457862;1.0;1.0;1.0;0.0;0.0;0.2277583569486425;0.0;0.0;0.5165878402151847
1115_8;1.0;8.0;0.0;0.6131844415685852;1.0;1.0;1.0;0.0;0.0;0.2294862870717657;0.0;0.0;0.5225103938643416
916_8;0.0;8.0;0.0;0.9763693183653236;1.0;1.0;1.0;0.0;0.0;0.22729020350905474;0.0;0.0;0.5174629404905219
958_8;0.0;8.0;0.0;0.9977497510069566;1.0;1.0;1.0;0.0;0.0;0.23277135764846185;0.0;0.0;0.5158794257065784
1008_9;1.0;9.0;1.0;0.5073985144012854;1.0;1.0;1.0;0.0;0.0;0.21127216957380127;0.0;0.0;0.49830778674668075
1088_9;0.0;9.0;0.0;0.6279015522311622;1.0;1.0;1.0;0.0;0.0;0.21934111246869215;0.0;0.0;0.5071174138127059
1111_9;0.0;9.0;0.0;0.9998958322414911;1.0;1.0;1.0;0.0;0.0;0.2192594477923879;0.0;0.0;0.5096935701714144
1113_9;1.0;9.0;1.0;0.9998168079372494;1.0;1.0;1.0;0.0;0.0;0.21847002258811346;0.0;0.0;0.517841052631185
1130_9;1.0;9.0;1.0;0.9999993814632236;1.0;1.0;1.0;0.0;0.0;0.21482187781324955;0.0;0.0;0.5066311513674877
1135_9;0.0;9.0;0.0;0.9987409556658416;1.0;1.0;1.0;0.0;0.0;0.21412683779748634;0.0;0.0;0.5106143650144868
962_9;1.0;9.0;1.0;0.9999972754287372;1.0;1.0;1.0;0.0;0.0;0.2163005413761968;0.0;0.0;0.5068018605237877
999_9;0.0;9.0;0.0;0.9930296937714008;1.0;1.0;1.0;0.0;0.0;0.2157281554808624;0.0;0.0;0.5077123093573874
1015_10;0.0;10.0;0.0;0.7299015846194823;1.0;1.0;1.0;0.0;0.0;0.2532904596335151;0.0;0.0;0.482767785918067
1053_10;0.0;10.0;0.0;0.9879545394472118;1.0;1.0;1.0;0.0;0.0;0.254619672714258;0.0;0.0;0.4942107923768916
1110_10;0.0;10.0;0.0;0.9821790498397642;1.0;1.0;1.0;0.0;0.0;0.2506252100932864;0.0;0.0;0.4967733591396325
1121_10;1.0;10.0;1.0;0.9999389219872128;1.0;1.0;1.0;0.0;0.0;0.2530538021324035;0.0;0.0;0.4852574341143884
1131_10;0.0;10.0;1.0;0.6336491890942246;1.0;1.0;1.0;0.0;0.0;0.24567836466939205;0.0;0.0;0.49200760997721804
918_10;1.0;10.0;1.0;0.9999984249075076;1.0;1.0;1.0;0.0;0.0;0.25183791750404355;0.0;0.0;0.49052840477270904
926_10;1.0;10.0;1.0;0.999997351366904;1.0;1.0;1.0;0.0;0.0;0.25484577597026065;0.0;0.0;0.4847417956804222
946_10;1.0;10.0;1.0;0.9997355387611352;1.0;1.0;1.0;0.0;0.0;0.25336240157860684;0.0;0.0;0.4798927110135285
1019_11;0.0;11.0;0.0;0.7817818763952925;1.0;1.0;1.0;0.0;0.0;0.21339196771136104;0.0;0.0;0.47854334521767067
1085_11;1.0;11.0;1.0;0.9983069951351194;1.0;1.0;1.0;0.0;0.0;0.2108974000626393;0.0;0.0;0.47621455123991496
1116_11;1.0;11.0;1.0;0.9974433775392068;1.0;1.0;1.0;0.0;0.0;0.2083828030236516;0.0;0.0;0.4765215286278918
935_11;0.0;11.0;0.0;0.9522600360509132;1.0;1.0;1.0;0.0;0.0;0.21462907605791035;0.0;0.0;0.47471142058154536
940_11;0.0;11.0;0.0;0.9690091692309759;1.0;1.0;1.0;0.0;0.0;0.21158495605403665;0.0;0.0;0.4821159268880914
943_11;1.0;11.0;1.0;0.9999638578680328;1.0;1.0;1.0;0.0;0.0;0.21318185007678844;0.0;0.0;0.48018408642927135
956_11;1.0;11.0;1.0;0.9999513819921904;1.0;1.0;1.0;0.0;0.0;0.21414839119582246;0.0;0.0;0.47764358390808326
996_11;0.0;11.0;1.0;0.9998195618739821;1.0;1.0;1.0;0.0;0.0;0.21398552476895;0.0;0.0;0.4691540713164464
1037_12;1.0;12.0;1.0;0.9999999983246348;1.0;1.0;1.0;0.0;0.0;0.2345720695680242;0.5;1.0;0.4232437540764391
1041_12;0.0;12.0;0.0;0.9038123920610436;1.0;1.0;1.0;0.0;0.0;0.2323061026914149;0.5;1.0;0.4506609535351483
1059_12;1.0;12.0;1.0;0.9999954071032401;1.0;1.0;1.0;0.0;0.0;0.23300437647212235;0.0;0.0;0.4467759681292231
1096_12;0.0;12.0;1.0;0.9971622657591488;1.0;1.0;1.0;0.0;0.0;0.2345113029472486;0.5;1.0;0.4452357354955389
1115_12;1.0;12.0;0.0;0.8827422559248089;1.0;1.0;1.0;0.0;0.0;0.2278895391145757;0.0;0.0;0.42940468461117604
922_12;0.0;12.0;0.0;0.9790681408251988;1.0;1.0;1.0;0.0;0.0;0.2304746212550416;0.5;1.0;0.42734045530830034
961_12;0.0;12.0;0.0;0.9996099059750888;1.0;1.0;1.0;0.0;0.0;0.2344437829442369;0.0;0.0;0.4506874180133903
998_12;1.0;12.0;1.0;0.9999980096671628;1.0;1.0;1.0;0.0;0.0;0.2310660639529148;0.5;1.0;0.44890900507552817
1017_13;1.0;13.0;1.0;0.9997118967337288;1.0;1.0;1.0;0.0;0.0;0.25971151858730745;0.0;0.0;0.4471758194007822
1034_13;0.0;13.0;0.0;0.9623390802308048;1.0;1.0;1.0;0.0;0.0;0.2587138943260925;0.0;0.0;0.4470711691347191
1088_13;0.0;13.0;1.0;0.7810433097162385;1.0;1.0;1.0;0.0;0.0;0.2623554228290257;0.0;0.0;0.45598737180329224
1100_13;1.0;13.0;1.0;0.999819223573102;1.0;1.0;1.0;0.0;0.0;0.25865989575700365;0.0;0.0;0.4560606269895364
943_13;1.0;13.0;1.0;0.99994856686652;1.0;1.0;1.0;0.0;0.0;0.26213789101827834;0.0;0.0;0.45786061156582114
971_13;0.0;13.0;0.0;0.9617348985731876;1.0;1.0;1.0;0.0;0.0;0.2591721804909239;0.0;0.0;0.46855586875746646
986_13;1.0;13.0;1.0;0.9997856398680288;1.0;1.0;1.0;0.0;0.0;0.2620703114178663;0.0;0.0;0.459869896674232
999_13;0.0;13.0;0.0;0.9093049137450672;1.0;1.0;1.0;0.0;0.0;0.2589684077589537;0.0;0.0;0.45016358449688265
1037_14;1.0;14.0;1.0;0.999999373834237;1.0;1.0;1.0;0.0;0.0;0.2458474636104937;0.0;0.0;0.4518069038913644
1062_14;1.0;14.0;1.0;0.9994030227407904;1.0;1.0;1.0;0.0;0.0;0.2460752018870777;0.5;1.0;0.4525087935482803
1098_14;0.0;14.0;0.0;0.9841183243029329;1.0;1.0;1.0;0.0;0.0;0.2421980201262063;0.0;0.0;0.4560288765246314
1128_14;0.0;14.0;0.0;0.9994245793434288;1.0;1.0;1.0;0.0;0.0;0.24333450751442925;0.5;1.0;0.4567679876027474
948_14;0.0;14.0;0.0;0.9960080754629904;1.0;1.0;1.0;0.0;0.0;0.24461746599171535;0.0;0.0;0.4577516965916068
962_14;1.0;14.0;1.0;0.9999972409661808;1.0;1.0;1.0;0.0;0.0;0.24625971555964474;0.0;0.0;0.4559650683740027
990_14;1.0;14.0;1.0;0.9999996733675656;1.0;1.0;1.0;0.0;0.0;0.2467057586521688;0.0;0.0;0.4600647420518979
996_14;0.0;14.0;1.0;0.9999998045305074;1.0;1.0;1.0;0.0;0.0;0.2457646798645609;0.0;0.0;0.44838253314095644
