Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;LIME Precision;LIME Recall;LIME Correlation;LINDA Precision;LINDA Recall;LINDA Correlation;SHAP Precision;SHAP Recall;SHAP Correlation
Case194_4;1;4;1;0.9999972046069614;1.0;1.0;1.0;0.8424050632911393;0.9301312360046732;0.9301312360046732;;1.0;1.0;;1.0;1.0;1.0;1.0;0.4813041801354702;0.0060240963855421;1.0;0.0;0.0;0.0;0.40089394071709766
Case195_10;0;10;0;0.9997560943286125;1.0;1.0;1.0;0.8393574297188755;0.9749728709254704;0.9749728709254704;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5239958024318121;0.0060240963855421;1.0;0.0;0.0;0.0;0.3524634441054574
Case196_2;1;2;1;0.7419380334562833;1.0;1.0;1.0;0.8893333333333333;0.9689705541981348;0.9689705541981348;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.5760444926287219;0.0060240963855421;1.0;0.0;0.0;0.0;0.3244959960453042
Case198_2;1;2;1;0.96189652403681;1.0;1.0;1.0;0.905852994555354;0.976433760311716;0.976433760311716;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5143463261593512;0.0060240963855421;1.0;0.0;0.0;0.0;0.33902531859650936
Case199_7;1;7;1;0.9999689875232656;1.0;1.0;1.0;0.8951440979076194;0.8885019017690001;0.8885019017690001;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5182938391799033;0.0060240963855421;1.0;0.0;0.0;0.0;0.39220287237158646
Case19_7;1;7;1;0.9980905021779344;1.0;1.0;1.0;0.9695836997947817;0.7057912945143503;0.7057912945143503;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4617128192186558;0.0060240963855421;1.0;0.0;0.0;0.0;0.33195461892558503
Case207;1;1;1;0.8389648812058431;1.0;1.0;1.0;0.8443817660101735;0.9657787726677473;0.9657787726677473;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5394934461421279;0.0060240963855421;1.0;0.0;0.0;0.0;0.32046473196033287
Case208_3;1;3;1;0.9667932693223548;1.0;1.0;1.0;0.9554912054912056;0.9516944856763928;0.9516944856763928;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5351073205637367;0.0060240963855421;1.0;0.0;0.0;0.0;0.39603283469333717
Case209_12;0;12;0;0.9945405971981408;1.0;1.0;1.0;0.959954454222634;0.9683561968919276;0.9683561968919276;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5324756452167019;0.0060240963855421;1.0;0.0;0.0;0.0;0.32488391925466065
Case211_7;0;7;0;0.9999935770690668;1.0;1.0;1.0;0.9624509147500044;0.9767766562283304;0.9767766562283304;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4813041801354702;0.0060240963855421;1.0;0.0;0.0;0.0;0.3300396377647096
Case215_9;0;9;0;0.999976329994864;1.0;1.0;1.0;0.9391673995895632;0.903871394603228;0.903871394603228;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5058664833744614;0.0060240963855421;1.0;0.0;0.0;0.0;0.3595008863935612
Case21_6;1;6;1;0.9999759797051836;1.0;1.0;1.0;0.8955422990762415;0.9511212730797236;0.9511212730797236;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4678533950284036;0.0060240963855421;1.0;0.0;0.0;0.0;0.37010693589994775
Case223_14;0;14;0;0.8251604740971727;1.0;1.0;1.0;0.9367727437201242;0.9808589004736346;0.9808589004736346;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5180014308080106;0.0060240963855421;1.0;0.0;0.0;0.0;0.35169365550691556
Case225_11;1;11;1;0.9999990895767872;1.0;1.0;1.0;0.8985098473979392;0.98058628732654;0.98058628732654;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5576227651994785;0.0060240963855421;1.0;0.0;0.0;0.0;0.3224352367145561
Case225_13;1;13;1;0.9999999833255409;1.0;1.0;1.0;0.8675475552151155;0.9598664896464204;0.9598664896464204;;1.0;1.0;;1.0;1.0;0.5;1.0;0.5479732889270178;0.0060240963855421;1.0;0.0;0.0;0.0;0.30889310396963976
Case225_6;1;6;1;0.9986507049043678;1.0;1.0;1.0;0.942739863058588;0.9728017076623328;0.9728017076623328;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4954859861722687;0.0060240963855421;1.0;0.0;0.0;0.0;0.3000612782664335
Case229_4;0;4;0;0.8991611987292136;1.0;1.0;1.0;0.9118997992897946;0.9839875480143636;0.9839875480143636;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4659527406111008;0.0060240963855421;1.0;0.0;0.0;0.0;0.3933813223167405
Case230_2;1;2;1;0.8960693740205063;1.0;1.0;1.0;0.9537939097032788;0.9332116638544206;0.9332116638544206;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.540663079629699;0.0060240963855421;1.0;0.0;0.0;0.0;0.3326911501413063
Case231_4;1;4;1;0.8987888656254143;1.0;1.0;1.0;0.8820371101460719;0.8979076951858334;0.8979076951858334;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4643444945656906;0.0060240963855421;1.0;0.0;0.0;0.0;0.32532583798409337
Case235_8;1;8;1;0.9998528426287308;1.0;1.0;1.0;0.8053644809719492;0.9685651981376188;0.9685651981376188;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.581892660066577;0.0060240963855421;1.0;0.0;0.0;0.0;0.3527247992089253
Case235_9;1;9;1;0.9999999652425496;1.0;1.0;1.0;0.8461291279414672;0.9460386774527544;0.9460386774527544;1.0;1.0;1.0;;1.0;1.0;0.5;1.0;0.5491429224145887;0.0060240963855421;1.0;0.0;0.0;0.0;0.36804464849592816
Case238_12;1;12;1;0.99999999999964;1.0;1.0;1.0;0.8050968953925252;0.9557659825384492;0.9557659825384492;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.56361713682328;0.0060240963855421;1.0;0.0;0.0;0.0;0.3774869502645419
Case238_13;1;13;1;0.9999999999999064;1.0;1.0;1.0;0.8237995985795893;0.9615115489518078;0.9615115489518078;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5557221107821757;0.0060240963855421;1.0;0.0;0.0;0.0;0.38425801663700004
Case238_14;1;14;1;0.9999999999998715;1.0;1.0;1.0;0.8247507331378299;0.9662803959324828;0.9662803959324828;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5579151735713713;0.0060240963855421;1.0;0.0;0.0;0.0;0.3788117241200228
Case239_3;0;3;0;0.8422748931163486;1.0;1.0;1.0;0.9258186758186758;0.9695218075176494;0.9695218075176494;;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.5248730275474903;0.0060240963855421;1.0;0.0;0.0;0.0;0.36244701125644635
Case239_9;0;9;0;0.9613206647467476;1.0;1.0;1.0;0.9163551744356494;0.9225440619828486;0.9225440619828486;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4767718503711325;0.0060240963855421;1.0;0.0;0.0;0.0;0.3549343928560892
Case240_5;1;5;1;0.9146210758252692;1.0;1.0;1.0;0.8827373068432671;0.9543212879083116;0.9543212879083116;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5267736819647932;0.0060240963855421;1.0;0.0;0.0;0.0;0.41341497138435956
Case244_3;1;3;1;0.9999123989910124;1.0;1.0;1.0;0.9565475359486248;0.9728012746469672;0.9728012746469672;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5124456717420484;0.0060240963855421;1.0;0.0;0.0;0.0;0.38601601015952763
Case245_14;1;14;1;0.9999994187266628;1.0;1.0;1.0;0.9130950718972496;0.945353451960946;0.945353451960946;;1.0;1.0;;1.0;1.0;0.5;1.0;0.561716482405977;0.0060240963855421;1.0;0.0;0.0;0.0;0.3263569816861032
Case249_8;1;8;0;0.6392915772587613;1.0;1.0;1.0;0.9069522774702058;0.9725185834836032;0.9725185834836032;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4564494685245862;0.0060240963855421;1.0;0.0;0.0;0.0;0.36730811728020685
Case250_13;0;13;0;0.999997128724011;1.0;1.0;1.0;0.9467714746408676;0.972994353914231;0.972994353914231;;1.0;1.0;;1.0;1.0;1.0;1.0;0.4785263006024891;0.0060240963855421;1.0;0.0;0.0;0.0;0.33283845638445053
Case251_10;0;10;0;0.9945442227486344;1.0;1.0;1.0;0.9480730730730732;0.9293432593710856;0.9293432593710856;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5001645201225527;0.0060240963855421;1.0;0.0;0.0;0.0;0.3173713008543035
Case251_14;0;14;0;0.9991581488996564;1.0;1.0;1.0;0.9695836997947817;0.9556896375309628;0.9556896375309628;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4984100698911962;0.0060240963855421;1.0;0.0;0.0;0.0;0.2774513089622096
Case256_10;1;10;1;0.9999999987303524;1.0;1.0;1.0;0.8972557085452018;0.9771795622135117;0.9771795622135117;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5201944935972063;0.0060240963855421;1.0;0.0;0.0;0.0;0.37469020545852655
Case256_14;1;14;1;0.9999999854459928;1.0;1.0;1.0;0.9332368082368082;0.9545632552734438;0.9545632552734438;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5114222424404237;0.0060240963855421;1.0;0.0;0.0;0.0;0.33524138398420517
Case256_5;1;5;1;0.9999999766172964;1.0;1.0;1.0;0.8560908942558747;0.9765814780449148;0.9765814780449148;;1.0;1.0;;1.0;1.0;1.0;1.0;0.4682920075862428;0.0060240963855421;1.0;0.0;0.0;0.0;0.36423921170973245
Case256_7;1;7;1;0.9999998928216436;1.0;1.0;1.0;0.8730213772845953;0.9348931769137244;0.9348931769137244;;1.0;1.0;;1.0;1.0;1.0;1.0;0.444314521091037;0.0060240963855421;1.0;0.0;0.0;0.0;0.37763414735959533
Case257_13;1;13;1;0.9864647277309786;1.0;1.0;1.0;0.9300510711456454;0.9768953411609672;0.9768953411609672;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.554698681480551;0.0060240963855421;1.0;0.0;0.0;0.0;0.35581823031495474
Case258_10;1;10;1;0.892267911452058;1.0;1.0;1.0;0.9284248288232352;0.9587242217632378;0.9587242217632378;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5244344149896512;0.0060240963855421;1.0;0.0;0.0;0.0;0.359942805122994
Case259_8;1;8;1;0.9999999995949084;1.0;1.0;1.0;0.917376255819652;0.9647778542050472;0.9647778542050472;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5409554880015917;0.0060240963855421;1.0;0.0;0.0;0.0;0.3944124660187503
Case263_6;0;6;0;0.9999996905667852;1.0;1.0;1.0;0.9614949247527323;0.9687625706478472;0.9687625706478472;;1.0;1.0;;1.0;1.0;1.0;1.0;0.4786725047884355;0.0060240963855421;1.0;0.0;0.0;0.0;0.40604965922714664
Case264_11;1;11;1;0.9998769936739954;1.0;1.0;1.0;0.9292484997272232;0.9803539080768612;0.9803539080768612;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5067437084901396;0.0060240963855421;1.0;0.0;0.0;0.0;0.3589116614209842
Case265_10;0;10;0;0.999995620030537;1.0;1.0;1.0;0.9141917293233084;0.6980215605690738;0.6980215605690738;1.0;1.0;1.0;;1.0;1.0;0.5;1.0;0.5307211949853453;0.0060240963855421;1.0;0.0;0.0;0.0;0.40898712860597763
Case265_12;0;12;0;0.9999995801349794;1.0;1.0;1.0;0.9141097945878822;0.9595005877735312;0.9595005877735312;1.0;1.0;1.0;;1.0;1.0;0.5;1.0;0.5484119014848569;0.0060240963855421;1.0;0.0;0.0;0.0;0.40928152279608454
Case266_12;1;12;1;0.8072383193660855;1.0;1.0;1.0;0.8905536600240649;0.9669807449241796;0.9669807449241796;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5491429224145887;0.0060240963855421;1.0;0.0;0.0;0.0;0.359942805122994
Case267_5;1;5;1;0.999999999998977;1.0;1.0;1.0;0.8818037974683545;0.9747349343389456;0.9747349343389456;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;0.5011879494241773;0.0060240963855421;1.0;0.0;0.0;0.0;0.3889621350224128
Case269_11;0;11;0;0.9971300923693646;1.0;1.0;1.0;0.9480730730730732;0.9683870300841516;0.9683870300841516;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5431485507907873;0.0060240963855421;1.0;0.0;0.0;0.0;0.36804464849592816
Case269_12;0;12;0;0.9994254109171352;1.0;1.0;1.0;0.9845979699010928;0.9458221641508024;0.9458221641508024;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5396396503280743;0.0060240963855421;1.0;0.0;0.0;0.0;0.3521355742363483
Case273_8;0;8;0;0.9772397645600636;1.0;1.0;1.0;0.9152888344560114;0.9559500828919388;0.9559500828919388;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4728243373505804;0.0060240963855421;1.0;0.0;0.0;0.0;0.3857213976732391
Case274_3;0;3;0;0.9986257075646128;1.0;1.0;1.0;0.9249018295000092;0.8582045425923273;0.8582045425923273;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5462188386956612;0.0060240963855421;1.0;0.0;0.0;0.0;0.3693704046842265
Case27_13;0;13;0;0.9994670501384688;1.0;1.0;1.0;0.9679635633781072;0.9278976572118052;0.9278976572118052;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5700501210049206;0.0060240963855421;1.0;0.0;0.0;0.0;0.36760272976649544
Case27_6;0;6;1;0.5577327816361811;1.0;1.0;1.0;0.910982410982411;0.9794080379316144;0.9794080379316144;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5096677922090672;0.0060240963855421;1.0;0.0;0.0;0.0;0.40840655911745477
Case29_4;1;4;1;0.9998990597236708;1.0;1.0;1.0;0.9184005434005434;0.9666575711571244;0.9666575711571244;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5279433154523642;0.0060240963855421;1.0;0.0;0.0;0.0;0.3911717286695766
Case32_6;1;6;1;0.9998338900206306;1.0;1.0;1.0;0.8893333333333333;0.9575250915212168;0.9575250915212168;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5444643884643048;0.0060240963855421;1.0;0.0;0.0;0.0;0.40722810917230073
Case33_2;1;2;0;0.8772933009954462;1.0;1.0;1.0;0.8814488944752328;0.9749027825457152;0.9749027825457152;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5332066661464337;0.0060240963855421;1.0;0.0;0.0;0.0;0.37997645419061304
Case3_11;0;11;0;0.8156768286852529;1.0;1.0;1.0;0.9203371492391456;0.98128138488629;0.98128138488629;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5242882108037048;0.0060240963855421;1.0;0.0;0.0;0.0;0.32547314422723767
Case3_12;0;12;0;0.944194771846684;1.0;1.0;1.0;0.9087510993843448;0.9000058842294726;0.9000058842294726;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5254578442912758;0.0060240963855421;1.0;0.0;0.0;0.0;0.3102178778251207
Case3_4;0;4;1;0.6418244066497911;1.0;1.0;1.0;0.9292484997272232;0.8219359169904978;0.8219359169904978;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5190248601096353;0.0060240963855421;1.0;0.0;0.0;0.0;0.34815830567145334
Case43_8;0;8;0;0.8232298312124244;1.0;1.0;1.0;0.937593984962406;0.9514556710605264;0.9514556710605264;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4915384731517166;0.0060240963855421;1.0;0.0;0.0;0.0;0.3687811797116495
Case46_11;0;11;0;0.9996679902908944;1.0;1.0;1.0;0.9835395843249246;0.9725662525562891;0.9725662525562891;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5783837596038639;0.0060240963855421;1.0;0.0;0.0;0.0;0.3704015483862363
Case46_7;0;7;1;0.6626790248263752;1.0;1.0;1.0;0.8985902255639098;0.9360229739094929;0.9360229739094929;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5218027396426165;0.0060240963855421;1.0;0.0;0.0;0.0;0.4179814649218316
Case47_6;0;6;0;0.8098333183590363;1.0;1.0;1.0;0.9031666666666668;0.961356178586628;0.961356178586628;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5655177912405829;0.0060240963855421;1.0;0.0;0.0;0.0;0.3727584482765444
Case47_7;0;7;0;0.941886311694017;1.0;1.0;1.0;0.9324116465500082;0.9657794200757636;0.9657794200757636;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5647867703108509;0.0060240963855421;1.0;0.0;0.0;0.0;0.37246383579025594
Case4_10;0;10;0;0.5465146479052034;1.0;1.0;1.0;0.9515833333333332;0.9631400670450908;0.9631400670450908;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5237033940599193;0.0060240963855421;1.0;0.0;0.0;0.0;0.34609601826743375
Case6;1;1;1;0.6959479794745345;1.0;1.0;1.0;0.9130625226151708;0.7713223000216118;0.7713223000216118;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.586571194016861;0.0060240963855421;1.0;0.0;0.0;0.0;0.350220593075473
Case61_10;1;10;1;0.9999999801516986;1.0;1.0;1.0;0.789873417721519;0.9771147634941112;0.9771147634941112;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5035272163993194;0.0060240963855421;1.0;0.0;0.0;0.0;0.38380641651236375
Case62_2;0;2;0;0.9221109679445484;1.0;1.0;1.0;0.9835395843249246;0.9781500942758358;0.9781500942758358;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5779451470460248;0.0060240963855421;1.0;0.0;0.0;0.0;0.3687811797116495
Case72;0;1;0;0.6985994817559384;1.0;1.0;1.0;0.9675280217523132;0.9811919032226444;0.9811919032226444;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5871560107606465;0.0060240963855421;1.0;0.0;0.0;0.0;0.3540505553972237
Case72_5;0;5;0;0.9233016143146492;1.0;1.0;1.0;0.9845979699010928;0.9685624280047456;0.9685624280047456;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.537592791724825;0.0060240963855421;1.0;0.0;0.0;0.0;0.41739223994925456
Case75_4;1;4;1;0.5132421341403786;1.0;1.0;1.0;0.9519453450671608;0.9723069400736176;0.9723069400736176;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5580613777573177;0.0060240963855421;1.0;0.0;0.0;0.0;0.36966501717051503
Case78_12;1;12;1;0.9978627186984208;1.0;1.0;1.0;0.9247556412665447;0.9578975537531152;0.9578975537531152;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5728280005379016;0.0060240963855421;1.0;0.0;0.0;0.0;0.3427079746751158
Case7_3;0;3;0;0.9450845430824364;1.0;1.0;1.0;0.9023723783500116;0.96197186809665;0.96197186809665;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6010454084255523;0.0060240963855421;1.0;0.0;0.0;0.0;0.3382887873807881
Case82;1;1;1;0.9082728611977154;1.0;1.0;1.0;0.971369931529294;0.9739953948375198;0.9739953948375198;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5731204089097944;0.0060240963855421;1.0;0.0;0.0;0.0;0.36185778628386933
Case83_14;0;14;1;0.9992186037949592;1.0;1.0;1.0;0.9062918340026772;0.9780635272726558;0.9780635272726558;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5829160893682017;0.0060240963855421;1.0;0.0;0.0;0.0;0.3284192690901228
Case84_4;0;4;0;0.9999999998002204;1.0;1.0;1.0;0.9130625226151708;0.965864693163212;0.965864693163212;;1.0;1.0;;1.0;1.0;1.0;1.0;0.5254578442912758;0.0060240963855421;1.0;0.0;0.0;0.0;0.4206329772984282
Case86_2;0;2;1;0.9162755499275116;1.0;1.0;1.0;0.9160612853747746;0.9370750234824377;0.9370750234824377;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5394934461421279;0.0060240963855421;1.0;0.0;0.0;0.0;0.37791416678659345
Case86_4;0;4;1;0.9350287250097198;1.0;1.0;1.0;0.8289900937876016;0.945214187318468;0.945214187318468;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5473884721832322;0.0060240963855421;1.0;0.0;0.0;0.0;0.3709907733588133
