Case ID,Actual,Prefix Length,Prediction,Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation
RVZD_4,0,4,0,0.9874450312606405;1.0;0.5;0.9994367783722894
SQFE_6,1,6,0,0.9874450312606405;1.0;0.5;0.9994367783722894
SQRD_5,1,5,0,0.9874450312606405;1.0;0.5;0.9994367783722894
SSVD_14,0,14,0,0.9874450312606405;1.0;0.5;0.9994367783722894
SVFE_3,1,3,1,0.8978075065031587;1.0;1.0;0.7072063386359937
TTBE_3,0,3,0,0.9874450312606405;1.0;0.5;0.9994367783722894
UEYD,0,1,0,0.9279284160661346;1.0;0.5;0.9994367783722894
UGKD_12,0,12,0,0.9874450312606405;1.0;0.5;0.9994367783722894
UNHD_12,0,12,0,0.9874450312606405;1.0;0.5;0.9994367783722894
UQWD_10,1,10,1,0.8978075065031587;1.0;1.0;0.7072063386359937
URID_9,1,9,0,0.9874450312606405;1.0;0.5;0.9994367783722894
URUD_5,0,5,0,0.9874450312606405;1.0;0.5;0.9994367783722894
UTGE_6,1,6,1,0.8978075065031587;1.0;1.0;0.7072063386359937
VTXD_11,0,11,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WCQD_5,1,5,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WCQD_7,1,7,1,0.8978075065031587;1.0;1.0;0.7072063386359937
WDBE_8,1,8,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WECE_13,0,13,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WEMD_7,1,7,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WFCE_6,0,6,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WMBE_12,0,12,0,0.9874450312606405;1.0;0.5;0.9994367783722894
WOND_7,1,7,0,0.9874450312606405;1.0;0.5;0.9994367783722894
XBAE_2,0,2,0,0.9279284160661346;1.0;0.5;0.9994367783722894
YTZD_10,1,10,1,0.8978075065031587;1.0;1.0;0.7072063386359937
YVMD_13,0,13,0,0.9874450312606405;1.0;0.5;0.9994367783722894
ZAJE_3,1,3,1,0.8978075065031587;1.0;1.0;0.7072063386359937
ZNYD_10,0,10,0,0.9874450312606405;1.0;0.5;0.9994367783722894
ZVMD_11,1,11,0,0.9874450312606405;1.0;0.5;0.9994367783722894
ZVMD_12,1,12,0,0.9874450312606405;1.0;0.5;0.9994367783722894
ZVMD_13,1,13,0,0.9874450312606405;1.0;0.5;0.9994367783722894
ZVMD_14,1,14,1,0.8978075065031587;1.0;1.0;0.7072063386359937
