Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
IFDE_2;0;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IFLD_9;0;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IOEE_10;1;10;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IOEE_12;1;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IOEE_13;1;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IOEE_14;1;14;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IPGE_11;0;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IPGE_12;0;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IQEE_8;1;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
IQMD_3;0;3;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JEZD_5;1;5;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JGXD_2;1;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JISD_11;1;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JISD_12;1;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JISD_13;1;13;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
JKIE_7;0;7;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JSME;0;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JTPD_4;0;4;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JVLD_8;0;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
JXCE_11;1;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
KKOD_7;0;7;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
LDMD_10;1;10;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
LQFE_11;0;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
LWDE_4;1;4;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
LZIE_2;1;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
MKKD_13;0;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
MLWD;0;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
MNQE;1;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
MNYD_5;0;5;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
MWTD_7;1;7;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
NAKD;0;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
NJVD_11;0;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
OESD_4;0;4;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
OEZD_6;1;6;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
OMBE_2;0;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
OTMD_14;0;14;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
PJTD_5;0;5;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
PLCE_9;0;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
PRPD_6;0;6;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
QPMD_7;0;7;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
RDBE_4;1;4;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
RTMD_7;0;7;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
RVZD_4;0;4;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
SQFE_6;1;6;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
SQRD_5;1;5;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
SSVD_14;0;14;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
SVFE_3;1;3;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
TTBE_3;0;3;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
UEYD;0;1;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
UGKD_12;0;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
UNHD_12;0;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
UQWD_10;1;10;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
URID_9;1;9;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
URUD_5;0;5;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
UTGE_6;1;6;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
VTXD_11;0;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WCQD_5;1;5;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WCQD_7;1;7;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
WDBE_8;1;8;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WECE_13;0;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WEMD_7;1;7;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WFCE_6;0;6;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WMBE_12;0;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
WOND_7;1;7;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
XBAE_2;0;2;0;0.9279284160661346;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
YTZD_10;1;10;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
YVMD_13;0;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
ZAJE_3;1;3;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
ZNYD_10;0;10;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
ZVMD_11;1;11;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
ZVMD_12;1;12;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
ZVMD_13;1;13;0;0.9874450312606405;1.0;0.5;0.9994367783722894;1.0;1.0;-1.0;permutation
ZVMD_14;1;14;1;0.8978075065031587;1.0;1.0;0.7072063386359937;1.0;1.0;-1.0;permutation
