Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
921_6;0.0;6.0;1.0;0.9312779544963421;1.0;1.0;1.0;0.0;0.0;0.18673188263760604;1.0;1.0;0.590738923469132
955_6;1.0;6.0;1.0;0.7344628522638196;1.0;1.0;1.0;0.0;0.0;0.19018337033899216;1.0;1.0;0.5863001337195856
977_6;1.0;6.0;1.0;0.9649909394475072;1.0;1.0;1.0;0.0;0.0;0.1880805249240696;1.0;1.0;0.5767890528869022
979_6;0.0;6.0;0.0;0.6822034895014595;1.0;1.0;1.0;0.0;0.0;0.1868151653286028;1.0;1.0;0.5864478080169427
1030_7;1.0;7.0;1.0;0.9888112576206922;1.0;1.0;1.0;0.0;0.0;0.2036521903230019;0.3333333333333333;0.5;0.5090280097573043
1058_7;1.0;7.0;1.0;0.9959675781016312;1.0;1.0;1.0;0.0;0.0;0.20378926929510716;0.3333333333333333;0.5;0.5156761027248001
1096_7;0.0;7.0;1.0;0.9967773409725093;1.0;1.0;1.0;0.0;0.0;0.2019724700230528;0.3333333333333333;0.5;0.5300848941108559
1108_7;0.0;7.0;1.0;0.9959608244177482;1.0;1.0;1.0;0.0;0.0;0.20119536948418848;0.5;0.5;0.5214778077171467
1118_7;0.0;7.0;0.0;0.9053547324059372;1.0;1.0;1.0;0.0;0.0;0.2023132807409218;0.5;0.5;0.5338725261992138
947_7;0.0;7.0;1.0;0.7114376082822365;1.0;1.0;1.0;0.0;0.0;0.1918083438970956;0.3333333333333333;0.5;0.5160359553129331
963_7;1.0;7.0;0.0;0.9212633376769236;1.0;1.0;1.0;0.0;0.0;0.2022552680784805;0.5;0.5;0.5224820901952524
987_7;1.0;7.0;1.0;0.9949483378788464;1.0;1.0;1.0;0.0;0.0;0.20239620504265424;0.3333333333333333;0.5;0.5137446490374747
1017_8;1.0;8.0;1.0;0.9995023146389596;1.0;1.0;1.0;0.0;0.0;0.23762723067365604;0.0;0.0;0.3489045429094551
1078_8;0.0;8.0;0.0;0.9996925184610976;1.0;1.0;1.0;0.0;0.0;0.2416349687969524;0.0;0.0;0.3596567940030748
1098_8;0.0;8.0;0.0;0.9894653570206996;1.0;1.0;1.0;0.0;0.0;0.2385309221112155;0.0;0.0;0.3783562924144215
1139_8;1.0;8.0;1.0;0.9999999528648622;1.0;1.0;1.0;0.0;0.0;0.2374123872245193;0.0;0.0;0.38190719015212926
1141_8;0.0;8.0;0.0;0.7384232307544689;1.0;1.0;1.0;0.0;0.0;0.2353729316763922;0.0;0.0;0.3802542132791242
916_8;0.0;8.0;0.0;0.990268902023578;1.0;1.0;1.0;0.0;0.0;0.2378535048834881;0.0;0.0;0.3601830285142705
949_8;1.0;8.0;1.0;0.9999967636530775;1.0;1.0;1.0;0.0;0.0;0.2368229681160645;0.0;0.0;0.3678379233257776
964_8;1.0;8.0;1.0;0.999993344633718;1.0;1.0;1.0;0.0;0.0;0.2395381790846555;0.0;0.0;0.36646781725608796
1008_9;1.0;9.0;0.0;0.9999968792255564;1.0;1.0;1.0;0.0;0.0;0.24522819006699575;0.0;0.0;0.31662099450098813
1011_9;0.0;9.0;0.0;0.9965240444190868;1.0;1.0;1.0;0.0;0.0;0.2572931267866392;0.0;0.0;0.317305267632941
1017_9;1.0;9.0;1.0;0.9999732974129258;1.0;1.0;1.0;0.0;0.0;0.2563719574678037;0.0;0.0;0.3163988457086507
1025_9;0.0;9.0;0.0;0.9987077278154772;1.0;1.0;1.0;0.0;0.0;0.25782475456788423;0.0;0.0;0.3321042168113685
1061_9;0.0;9.0;0.0;0.9975319586437152;1.0;1.0;1.0;0.0;0.0;0.25834079716987457;0.0;0.0;0.32649016029390343
1139_9;1.0;9.0;1.0;0.9999996213460496;1.0;1.0;1.0;0.0;0.0;0.2560965313571919;0.0;0.0;0.32375581034377515
919_9;0.0;9.0;0.0;0.9992655426125736;1.0;1.0;1.0;0.0;0.0;0.2568203763492454;0.0;0.0;0.32468143031184765
986_9;1.0;9.0;1.0;0.9999960530040952;1.0;1.0;1.0;0.0;0.0;0.25719254840016226;0.0;0.0;0.3308220617444828
1017_10;1.0;10.0;1.0;0.9999999988849839;1.0;1.0;1.0;0.0;0.0;0.2737454365431449;0.0;0.0;0.2244548115936102
1035_10;1.0;10.0;0.0;0.9728890456568496;1.0;1.0;1.0;0.0;0.0;0.2786186662792352;0.0;0.0;0.22521302290723036
1038_10;0.0;10.0;1.0;0.9963484533349732;1.0;1.0;1.0;0.0;0.0;0.2714791545333856;0.0;0.0;0.23751666953560782
1048_10;0.0;10.0;0.0;0.9999976690397172;1.0;1.0;1.0;0.0;0.0;0.27759006781871776;0.0;0.0;0.22954513906873064
1127_10;1.0;10.0;1.0;0.9999999997598046;1.0;1.0;1.0;0.0;0.0;0.2732833947383705;0.0;0.0;0.23812930427701293
932_10;0.0;10.0;0.0;0.8673888878507723;1.0;1.0;1.0;0.0;0.0;0.27429044648946505;0.0;0.0;0.23921384974001525
935_10;0.0;10.0;0.0;0.999898057634494;1.0;1.0;1.0;0.0;0.0;0.27607145669802674;0.0;0.0;0.23823242101566525
969_10;1.0;10.0;1.0;0.9999776358914994;1.0;1.0;1.0;0.0;0.0;0.2731451199245747;0.0;0.0;0.23454933373862388
1011_11;0.0;11.0;0.0;0.9970261369822684;1.0;1.0;1.0;0.0;0.0;0.28725803648430803;0.0;0.0;0.23999635323477947
1038_11;0.0;11.0;0.0;0.6761470388658031;1.0;1.0;1.0;0.0;0.0;0.2829802170693512;0.0;0.0;0.25522938244115845
1053_11;0.0;11.0;0.0;0.9999633810513038;1.0;1.0;1.0;0.0;0.0;0.28716761188386475;0.0;0.0;0.25879880197182464
1060_11;1.0;11.0;1.0;0.9983222325439158;1.0;1.0;1.0;0.0;0.0;0.2822697203453581;0.0;0.0;0.26045094581843137
1110_11;0.0;11.0;0.0;0.9999999949864274;1.0;1.0;1.0;0.0;0.0;0.28414985954668315;0.0;0.0;0.2582038987167136
1117_11;1.0;11.0;1.0;0.9999998833012236;1.0;1.0;1.0;0.0;0.0;0.2805334337761937;0.0;0.0;0.25873306680551406
1130_11;1.0;11.0;1.0;0.9999999999357976;1.0;1.0;1.0;0.0;0.0;0.2839830633687193;0.0;0.0;0.2448793805055527
949_11;1.0;11.0;1.0;0.9999999999166722;1.0;1.0;1.0;0.0;0.0;0.2844551588756609;0.0;0.0;0.25567857274428096
1078_12;0.0;12.0;0.0;0.9811073927484866;1.0;1.0;1.0;0.0;0.0;0.27228156354857985;0.0;0.0;0.2963481658619781
1085_12;1.0;12.0;1.0;0.9965850826590767;1.0;1.0;1.0;0.0;0.0;0.2698136774197093;0.0;0.0;0.3078826985672709
1099_12;0.0;12.0;1.0;0.9797845971539224;1.0;1.0;1.0;0.0;0.0;0.2720354485896589;0.0;0.0;0.3080584351345822
1122_12;1.0;12.0;0.0;0.9999856525386508;1.0;1.0;1.0;0.0;0.0;0.2639009035300623;0.0;0.0;0.31623067097468743
1137_12;1.0;12.0;1.0;0.999998318709351;1.0;1.0;1.0;0.0;0.0;0.2709368781104414;0.0;0.0;0.31378298099572755
933_12;0.0;12.0;0.0;0.9961862671059648;1.0;1.0;1.0;0.0;0.0;0.27181142265582514;0.0;0.0;0.29585493836919285
959_12;1.0;12.0;1.0;0.9999830531261856;1.0;1.0;1.0;0.0;0.0;0.2719738179532817;0.0;0.0;0.30261351430871675
988_12;0.0;12.0;0.0;0.9967067670660312;1.0;1.0;1.0;0.0;0.0;0.27233044345381824;0.0;0.0;0.3020494096368501
1019_13;0.0;13.0;0.0;0.9953093614379552;1.0;1.0;1.0;0.0;0.0;0.2943897869974653;0.0;0.0;0.26609029260834494
1027_13;0.0;13.0;0.0;0.992509834769812;1.0;1.0;1.0;0.0;0.0;0.29945652133402473;0.0;0.0;0.25741481401302063
1034_13;0.0;13.0;0.0;0.9997260701871996;1.0;1.0;1.0;0.0;0.0;0.2985063989538536;0.0;0.0;0.2579196222936962
1090_13;1.0;13.0;1.0;0.9999983138967112;1.0;1.0;1.0;0.0;0.0;0.2922112105350027;0.0;0.0;0.2615702375432156
1121_13;1.0;13.0;1.0;0.9999995489984914;1.0;1.0;1.0;0.0;0.0;0.29433528230547856;0.0;0.0;0.25799186061665486
912_13;1.0;13.0;1.0;0.9999999998806748;1.0;1.0;1.0;0.0;0.0;0.2957369575426836;0.0;0.0;0.25963528246396506
926_13;1.0;13.0;1.0;0.9999999690657648;1.0;1.0;1.0;0.0;0.0;0.2962146311346082;0.0;0.0;0.27044523150671157
933_13;0.0;13.0;0.0;0.994266780412198;1.0;1.0;1.0;0.0;0.0;0.2943804701048425;0.0;0.0;0.2593970679942084
1049_14;1.0;14.0;1.0;0.9999997604590141;1.0;1.0;1.0;0.0;0.0;0.2776278692102208;0.0;0.0;0.2534674158906382
1080_14;0.0;14.0;0.0;0.9751912025315644;1.0;1.0;1.0;0.0;0.0;0.2733252111333966;0.0;0.0;0.2578466683923415
1093_14;1.0;14.0;1.0;0.9999994574104428;1.0;1.0;1.0;0.0;0.0;0.2717836391335829;0.0;0.0;0.26418152612117085
1100_14;1.0;14.0;1.0;0.9999995526104098;1.0;1.0;1.0;0.0;0.0;0.27302880406393937;0.0;0.0;0.26363322559020097
918_14;1.0;14.0;1.0;0.9999993213417776;1.0;1.0;1.0;0.0;0.0;0.27404572310342784;0.0;0.0;0.2606366439926827
922_14;0.0;14.0;0.0;0.9223227498139214;1.0;1.0;1.0;0.0;0.0;0.27002143773004056;0.0;0.0;0.26815948620528024
932_14;0.0;14.0;1.0;0.8441719757698283;1.0;1.0;1.0;0.0;0.0;0.27435406275168395;0.0;0.0;0.26074630409887667
972_14;0.0;14.0;0.0;0.9982641941055403;1.0;1.0;1.0;0.0;0.0;0.2778683596509377;0.0;0.0;0.2587978506178067
